datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,day,month,day_number,year,hour,atemp
2011-04-07 10:00:00,2,0,1,2,17.22,67,7.0015,95.0,Thursday,4,7,2011,10,
2011-04-07 11:00:00,2,0,1,2,18.86,55,0.0,122.0,Thursday,4,7,2011,11,
2011-04-07 12:00:00,2,0,1,2,18.86,55,0.0,153.0,Thursday,4,7,2011,12,
2011-04-07 13:00:00,2,0,1,2,21.32,48,6.0032,135.0,Thursday,4,7,2011,13,
2011-04-07 14:00:00,2,0,1,1,22.96,43,6.0032,157.0,Thursday,4,7,2011,14,
2011-04-07 15:00:00,2,0,1,1,24.6,38,7.0015,160.0,Thursday,4,7,2011,15,
2011-04-07 16:00:00,2,0,1,1,24.6,35,0.0,213.0,Thursday,4,7,2011,16,
2011-04-07 17:00:00,2,0,1,1,21.32,52,19.0012,343.0,Thursday,4,7,2011,17,
2011-04-07 18:00:00,2,0,1,1,19.68,55,16.9979,333.0,Thursday,4,7,2011,18,
2011-04-07 19:00:00,2,0,1,1,18.86,59,19.9995,226.0,Thursday,4,7,2011,19,
2011-04-07 20:00:00,2,0,1,1,18.04,62,11.0014,203.0,Thursday,4,7,2011,20,
2011-04-07 21:00:00,2,0,1,2,18.04,67,19.0012,108.0,Thursday,4,7,2011,21,
2011-04-07 22:00:00,2,0,1,2,16.4,76,12.998,81.0,Thursday,4,7,2011,22,
2011-04-07 23:00:00,2,0,1,1,15.58,76,16.9979,54.0,Thursday,4,7,2011,23,
2011-04-08 00:00:00,2,0,1,2,14.76,76,15.0013,25.0,Friday,4,8,2011,0,
2011-04-08 01:00:00,2,0,1,2,13.94,76,8.9981,9.0,Friday,4,8,2011,1,
2011-04-08 02:00:00,2,0,1,3,13.94,76,11.0014,13.0,Friday,4,8,2011,2,
2011-04-08 03:00:00,2,0,1,3,13.94,76,11.0014,1.0,Friday,4,8,2011,3,
2011-04-08 04:00:00,2,0,1,2,13.94,86,8.9981,1.0,Friday,4,8,2011,4,
2011-04-08 05:00:00,2,0,1,2,13.12,87,12.998,9.0,Friday,4,8,2011,5,
2011-04-08 06:00:00,2,0,1,2,13.94,87,0.0,35.0,Friday,4,8,2011,6,
2011-04-08 07:00:00,2,0,1,3,13.94,87,11.0014,113.0,Friday,4,8,2011,7,
2011-04-08 08:00:00,2,0,1,3,13.94,87,11.0014,221.0,Friday,4,8,2011,8,
2011-04-08 09:00:00,2,0,1,2,14.76,76,12.998,185.0,Friday,4,8,2011,9,
2011-04-08 10:00:00,2,0,1,2,14.76,71,19.0012,73.0,Friday,4,8,2011,10,
2011-04-08 11:00:00,2,0,1,2,16.4,62,26.0027,98.0,Friday,4,8,2011,11,
2011-04-08 12:00:00,2,0,1,3,15.58,66,15.0013,80.0,Friday,4,8,2011,12,
2011-04-08 13:00:00,2,0,1,3,14.76,76,19.0012,42.0,Friday,4,8,2011,13,
2011-04-08 14:00:00,2,0,1,3,13.94,87,15.0013,15.0,Friday,4,8,2011,14,
2011-04-08 15:00:00,2,0,1,3,13.94,87,15.0013,25.0,Friday,4,8,2011,15,
2011-04-08 16:00:00,2,0,1,2,13.12,93,16.9979,60.0,Friday,4,8,2011,16,
2011-04-08 17:00:00,2,0,1,3,13.12,93,16.9979,148.0,Friday,4,8,2011,17,
2011-04-08 18:00:00,2,0,1,3,13.12,93,16.9979,62.0,Friday,4,8,2011,18,
2011-04-08 19:00:00,2,0,1,3,12.3,93,27.9993,53.0,Friday,4,8,2011,19,
2011-04-08 20:00:00,2,0,1,2,12.3,93,22.0028,63.0,Friday,4,8,2011,20,
2011-04-08 21:00:00,2,0,1,2,12.3,93,16.9979,54.0,Friday,4,8,2011,21,
2011-04-08 22:00:00,2,0,1,2,12.3,93,19.9995,51.0,Friday,4,8,2011,22,
2011-04-08 23:00:00,2,0,1,2,12.3,93,15.0013,35.0,Friday,4,8,2011,23,
2011-04-09 00:00:00,2,0,0,2,12.3,87,15.0013,31.0,Saturday,4,9,2011,0,
2011-04-09 01:00:00,2,0,0,2,12.3,87,8.9981,20.0,Saturday,4,9,2011,1,
2011-04-09 02:00:00,2,0,0,2,13.12,87,15.0013,17.0,Saturday,4,9,2011,2,
2011-04-09 03:00:00,2,0,0,3,12.3,100,16.9979,14.0,Saturday,4,9,2011,3,
2011-04-09 04:00:00,2,0,0,3,12.3,100,16.9979,3.0,Saturday,4,9,2011,4,
2011-04-09 05:00:00,2,0,0,2,12.3,93,15.0013,5.0,Saturday,4,9,2011,5,
2011-04-09 06:00:00,2,0,0,2,12.3,93,12.998,13.0,Saturday,4,9,2011,6,
2011-04-09 07:00:00,2,0,0,2,12.3,93,11.0014,21.0,Saturday,4,9,2011,7,
2011-04-09 08:00:00,2,0,0,2,13.12,93,11.0014,54.0,Saturday,4,9,2011,8,
2011-04-09 09:00:00,2,0,0,2,13.94,87,7.0015,98.0,Saturday,4,9,2011,9,
2011-04-09 10:00:00,2,0,0,2,13.94,87,8.9981,133.0,Saturday,4,9,2011,10,
2011-04-09 11:00:00,2,0,0,2,14.76,81,0.0,142.0,Saturday,4,9,2011,11,
2011-04-09 12:00:00,2,0,0,2,14.76,81,8.9981,202.0,Saturday,4,9,2011,12,
2011-04-09 13:00:00,2,0,0,2,14.76,81,0.0,222.0,Saturday,4,9,2011,13,
2011-04-09 14:00:00,2,0,0,2,14.76,81,8.9981,212.0,Saturday,4,9,2011,14,
2011-04-09 15:00:00,2,0,0,2,14.76,87,0.0,201.0,Saturday,4,9,2011,15,
2011-04-09 16:00:00,2,0,0,2,15.58,82,0.0,191.0,Saturday,4,9,2011,16,
2011-04-09 17:00:00,2,0,0,2,15.58,82,6.0032,257.0,Saturday,4,9,2011,17,
2011-04-09 18:00:00,2,0,0,2,15.58,82,7.0015,177.0,Saturday,4,9,2011,18,
2011-04-09 19:00:00,2,0,0,2,15.58,82,8.9981,130.0,Saturday,4,9,2011,19,
2011-04-09 20:00:00,2,0,0,2,15.58,87,11.0014,93.0,Saturday,4,9,2011,20,
2011-04-09 21:00:00,2,0,0,2,14.76,93,8.9981,75.0,Saturday,4,9,2011,21,
2011-04-09 22:00:00,2,0,0,2,14.76,93,8.9981,87.0,Saturday,4,9,2011,22,
2011-04-09 23:00:00,2,0,0,2,15.58,87,6.0032,57.0,Saturday,4,9,2011,23,
2011-04-10 00:00:00,2,0,0,2,15.58,87,6.0032,53.0,Sunday,4,10,2011,0,
2011-04-10 01:00:00,2,0,0,2,15.58,87,8.9981,37.0,Sunday,4,10,2011,1,
2011-04-10 02:00:00,2,0,0,2,15.58,87,6.0032,36.0,Sunday,4,10,2011,2,
2011-04-10 03:00:00,2,0,0,2,15.58,87,8.9981,16.0,Sunday,4,10,2011,3,
2011-04-10 04:00:00,2,0,0,2,14.76,93,7.0015,5.0,Sunday,4,10,2011,4,
2011-04-10 05:00:00,2,0,0,2,14.76,93,6.0032,4.0,Sunday,4,10,2011,5,
2011-04-10 06:00:00,2,0,0,2,14.76,93,6.0032,4.0,Sunday,4,10,2011,6,
2011-04-10 07:00:00,2,0,0,2,14.76,100,6.0032,10.0,Sunday,4,10,2011,7,
2011-04-10 08:00:00,2,0,0,2,15.58,94,6.0032,55.0,Sunday,4,10,2011,8,
2011-04-10 09:00:00,2,0,0,2,15.58,94,8.9981,81.0,Sunday,4,10,2011,9,
2011-04-10 10:00:00,2,0,0,2,16.4,87,0.0,150.0,Sunday,4,10,2011,10,
2011-04-10 11:00:00,2,0,0,2,16.4,87,8.9981,202.0,Sunday,4,10,2011,11,
2011-04-10 12:00:00,2,0,0,2,17.22,88,8.9981,230.0,Sunday,4,10,2011,12,
2011-04-10 13:00:00,2,0,0,1,18.86,82,7.0015,263.0,Sunday,4,10,2011,13,
2011-04-10 14:00:00,2,0,0,1,20.5,72,12.998,281.0,Sunday,4,10,2011,14,
2011-04-10 15:00:00,2,0,0,1,20.5,77,15.0013,297.0,Sunday,4,10,2011,15,
2011-04-10 16:00:00,2,0,0,2,21.32,72,11.0014,288.0,Sunday,4,10,2011,16,
2011-04-10 17:00:00,2,0,0,2,21.32,72,12.998,236.0,Sunday,4,10,2011,17,
2011-04-10 18:00:00,2,0,0,1,20.5,77,12.998,240.0,Sunday,4,10,2011,18,
2011-04-10 19:00:00,2,0,0,1,20.5,77,12.998,131.0,Sunday,4,10,2011,19,
2011-04-10 20:00:00,2,0,0,1,18.86,82,8.9981,92.0,Sunday,4,10,2011,20,
2011-04-10 21:00:00,2,0,0,1,18.04,88,12.998,95.0,Sunday,4,10,2011,21,
2011-04-10 22:00:00,2,0,0,1,18.04,94,16.9979,57.0,Sunday,4,10,2011,22,
2011-04-10 23:00:00,2,0,0,1,18.86,88,23.9994,32.0,Sunday,4,10,2011,23,
2011-04-11 00:00:00,2,0,1,1,19.68,88,22.0028,23.0,Monday,4,11,2011,0,
2011-04-11 01:00:00,2,0,1,1,18.86,94,19.0012,4.0,Monday,4,11,2011,1,
2011-04-11 02:00:00,2,0,1,1,18.86,94,19.0012,9.0,Monday,4,11,2011,2,
2011-04-11 04:00:00,2,0,1,1,18.86,94,12.998,1.0,Monday,4,11,2011,4,
2011-04-11 05:00:00,2,0,1,1,18.86,94,12.998,13.0,Monday,4,11,2011,5,
2011-04-11 06:00:00,2,0,1,2,18.86,100,15.0013,61.0,Monday,4,11,2011,6,
2011-04-11 07:00:00,2,0,1,2,20.5,88,15.0013,176.0,Monday,4,11,2011,7,
2011-04-11 08:00:00,2,0,1,2,21.32,88,19.0012,314.0,Monday,4,11,2011,8,
2011-04-11 09:00:00,2,0,1,2,22.96,83,19.0012,165.0,Monday,4,11,2011,9,
2011-04-11 10:00:00,2,0,1,2,22.96,83,19.9995,96.0,Monday,4,11,2011,10,
2011-04-11 11:00:00,2,0,1,2,24.6,73,19.9995,104.0,Monday,4,11,2011,11,
2011-04-11 12:00:00,2,0,1,2,24.6,73,22.0028,134.0,Monday,4,11,2011,12,
2011-04-11 13:00:00,2,0,1,2,26.24,69,27.9993,139.0,Monday,4,11,2011,13,
2011-04-11 14:00:00,2,0,1,2,29.52,54,23.9994,145.0,Monday,4,11,2011,14,
2011-04-11 15:00:00,2,0,1,1,30.34,48,35.0008,141.0,Monday,4,11,2011,15,
2011-04-11 16:00:00,2,0,1,1,30.34,48,35.0008,235.0,Monday,4,11,2011,16,
2011-04-11 17:00:00,2,0,1,1,30.34,48,35.0008,452.0,Monday,4,11,2011,17,
2011-04-11 18:00:00,2,0,1,1,29.52,51,26.0027,383.0,Monday,4,11,2011,18,
2011-04-11 19:00:00,2,0,1,1,29.52,51,30.0026,284.0,Monday,4,11,2011,19,
2011-04-11 20:00:00,2,0,1,1,27.88,57,35.0008,166.0,Monday,4,11,2011,20,
2011-04-11 21:00:00,2,0,1,1,27.06,61,16.9979,158.0,Monday,4,11,2011,21,
2011-04-11 22:00:00,2,0,1,2,26.24,50,19.0012,91.0,Monday,4,11,2011,22,
2011-04-11 23:00:00,2,0,1,3,23.78,60,0.0,54.0,Monday,4,11,2011,23,
2011-04-12 00:00:00,2,0,1,2,25.42,50,7.0015,24.0,Tuesday,4,12,2011,0,
2011-04-12 01:00:00,2,0,1,2,25.42,50,6.0032,13.0,Tuesday,4,12,2011,1,
2011-04-12 02:00:00,2,0,1,2,24.6,53,8.9981,14.0,Tuesday,4,12,2011,2,
2011-04-12 03:00:00,2,0,1,2,23.78,56,8.9981,1.0,Tuesday,4,12,2011,3,
2011-04-12 04:00:00,2,0,1,2,22.96,64,8.9981,6.0,Tuesday,4,12,2011,4,
2011-04-12 05:00:00,2,0,1,2,22.14,68,8.9981,16.0,Tuesday,4,12,2011,5,
2011-04-12 06:00:00,2,0,1,2,22.14,68,19.0012,58.0,Tuesday,4,12,2011,6,
2011-04-12 07:00:00,2,0,1,2,22.14,68,15.0013,189.0,Tuesday,4,12,2011,7,
2011-04-12 08:00:00,2,0,1,3,19.68,88,26.0027,226.0,Tuesday,4,12,2011,8,
2011-04-12 09:00:00,2,0,1,3,18.86,94,32.9975,54.0,Tuesday,4,12,2011,9,
2011-04-12 10:00:00,2,0,1,3,20.5,82,27.9993,40.0,Tuesday,4,12,2011,10,
2011-04-12 11:00:00,2,0,1,1,21.32,77,23.9994,49.0,Tuesday,4,12,2011,11,
2011-04-12 12:00:00,2,0,1,2,22.96,64,31.0009,92.0,Tuesday,4,12,2011,12,
2011-04-12 13:00:00,2,0,1,3,22.14,68,19.0012,106.0,Tuesday,4,12,2011,13,
2011-04-12 14:00:00,2,0,1,2,20.5,82,19.0012,44.0,Tuesday,4,12,2011,14,
2011-04-12 15:00:00,2,0,1,2,19.68,77,35.0008,78.0,Tuesday,4,12,2011,15,
2011-04-12 16:00:00,2,0,1,2,19.68,77,26.0027,99.0,Tuesday,4,12,2011,16,
2011-04-12 17:00:00,2,0,1,3,18.04,77,15.0013,291.0,Tuesday,4,12,2011,17,
2011-04-12 18:00:00,2,0,1,3,18.04,77,15.0013,224.0,Tuesday,4,12,2011,18,
2011-04-12 19:00:00,2,0,1,2,17.22,82,19.0012,130.0,Tuesday,4,12,2011,19,
2011-04-12 20:00:00,2,0,1,2,17.22,82,19.0012,103.0,Tuesday,4,12,2011,20,
2011-04-12 21:00:00,2,0,1,2,17.22,82,12.998,84.0,Tuesday,4,12,2011,21,
2011-04-12 22:00:00,2,0,1,2,16.4,94,19.9995,54.0,Tuesday,4,12,2011,22,
2011-04-12 23:00:00,2,0,1,2,16.4,94,16.9979,39.0,Tuesday,4,12,2011,23,
2011-04-13 00:00:00,2,0,1,2,16.4,100,19.9995,15.0,Wednesday,4,13,2011,0,
2011-04-13 01:00:00,2,0,1,2,16.4,100,19.9995,1.0,Wednesday,4,13,2011,1,
2011-04-13 02:00:00,2,0,1,3,16.4,100,19.9995,2.0,Wednesday,4,13,2011,2,
2011-04-13 03:00:00,2,0,1,3,16.4,94,22.0028,2.0,Wednesday,4,13,2011,3,
2011-04-13 04:00:00,2,0,1,3,16.4,94,22.0028,3.0,Wednesday,4,13,2011,4,
2011-04-13 05:00:00,2,0,1,3,15.58,94,16.9979,5.0,Wednesday,4,13,2011,5,
2011-04-13 06:00:00,2,0,1,3,15.58,94,15.0013,34.0,Wednesday,4,13,2011,6,
2011-04-13 07:00:00,2,0,1,3,14.76,100,15.0013,70.0,Wednesday,4,13,2011,7,
2011-04-13 08:00:00,2,0,1,3,15.58,94,12.998,164.0,Wednesday,4,13,2011,8,
2011-04-13 09:00:00,2,0,1,2,15.58,94,15.0013,65.0,Wednesday,4,13,2011,9,
2011-04-13 10:00:00,2,0,1,2,16.4,87,12.998,46.0,Wednesday,4,13,2011,10,
2011-04-13 11:00:00,2,0,1,2,17.22,82,12.998,61.0,Wednesday,4,13,2011,11,
2011-04-13 12:00:00,2,0,1,3,17.22,82,16.9979,95.0,Wednesday,4,13,2011,12,
2011-04-13 13:00:00,2,0,1,2,18.04,77,12.998,61.0,Wednesday,4,13,2011,13,
2011-04-13 14:00:00,2,0,1,2,17.22,77,16.9979,106.0,Wednesday,4,13,2011,14,
2011-04-13 15:00:00,2,0,1,2,18.04,72,19.0012,81.0,Wednesday,4,13,2011,15,
2011-04-13 16:00:00,2,0,1,1,18.86,67,19.0012,142.0,Wednesday,4,13,2011,16,
2011-04-13 17:00:00,2,0,1,1,18.86,67,19.9995,309.0,Wednesday,4,13,2011,17,
2011-04-13 18:00:00,2,0,1,1,18.04,62,26.0027,321.0,Wednesday,4,13,2011,18,
2011-04-13 19:00:00,2,0,1,1,18.04,62,16.9979,175.0,Wednesday,4,13,2011,19,
2011-04-13 20:00:00,2,0,1,1,18.04,62,16.9979,126.0,Wednesday,4,13,2011,20,
2011-04-13 21:00:00,2,0,1,1,17.22,67,11.0014,117.0,Wednesday,4,13,2011,21,
2011-04-13 22:00:00,2,0,1,1,17.22,67,12.998,99.0,Wednesday,4,13,2011,22,
2011-04-13 23:00:00,2,0,1,1,16.4,71,8.9981,62.0,Wednesday,4,13,2011,23,
2011-04-14 00:00:00,2,0,1,1,15.58,76,8.9981,21.0,Thursday,4,14,2011,0,
2011-04-14 01:00:00,2,0,1,1,15.58,76,15.0013,10.0,Thursday,4,14,2011,1,
2011-04-14 02:00:00,2,0,1,1,14.76,76,8.9981,3.0,Thursday,4,14,2011,2,
2011-04-14 03:00:00,2,0,1,1,13.94,81,8.9981,2.0,Thursday,4,14,2011,3,
2011-04-14 04:00:00,2,0,1,1,13.94,76,0.0,9.0,Thursday,4,14,2011,4,
2011-04-14 05:00:00,2,0,1,1,13.94,76,6.0032,14.0,Thursday,4,14,2011,5,
2011-04-14 06:00:00,2,0,1,1,13.94,76,7.0015,70.0,Thursday,4,14,2011,6,
2011-04-14 07:00:00,2,0,1,1,15.58,66,0.0,193.0,Thursday,4,14,2011,7,
2011-04-14 08:00:00,2,0,1,1,17.22,58,11.0014,337.0,Thursday,4,14,2011,8,
2011-04-14 09:00:00,2,0,1,1,18.86,51,8.9981,170.0,Thursday,4,14,2011,9,
2011-04-14 10:00:00,2,0,1,1,20.5,51,12.998,89.0,Thursday,4,14,2011,10,
2011-04-14 11:00:00,2,0,1,1,21.32,45,11.0014,115.0,Thursday,4,14,2011,11,
2011-04-14 12:00:00,2,0,1,1,22.14,42,8.9981,145.0,Thursday,4,14,2011,12,
2011-04-14 13:00:00,2,0,1,1,22.96,37,15.0013,159.0,Thursday,4,14,2011,13,
2011-04-14 14:00:00,2,0,1,1,22.96,35,6.0032,137.0,Thursday,4,14,2011,14,
2011-04-14 15:00:00,2,0,1,1,24.6,31,6.0032,142.0,Thursday,4,14,2011,15,
2011-04-14 16:00:00,2,0,1,1,24.6,26,7.0015,202.0,Thursday,4,14,2011,16,
2011-04-14 17:00:00,2,0,1,1,24.6,28,0.0,388.0,Thursday,4,14,2011,17,
2011-04-14 18:00:00,2,0,1,1,22.96,30,0.0,337.0,Thursday,4,14,2011,18,
2011-04-14 19:00:00,2,0,1,1,22.14,32,0.0,259.0,Thursday,4,14,2011,19,
2011-04-14 20:00:00,2,0,1,1,20.5,51,12.998,169.0,Thursday,4,14,2011,20,
2011-04-14 21:00:00,2,0,1,1,18.86,63,8.9981,145.0,Thursday,4,14,2011,21,
2011-04-14 22:00:00,2,0,1,1,19.68,55,7.0015,104.0,Thursday,4,14,2011,22,
2011-04-14 23:00:00,2,0,1,1,18.86,59,7.0015,47.0,Thursday,4,14,2011,23,
2011-04-15 00:00:00,2,1,0,1,18.04,67,0.0,27.0,Friday,4,15,2011,0,
2011-04-15 01:00:00,2,1,0,1,18.04,62,0.0,15.0,Friday,4,15,2011,1,
2011-04-15 02:00:00,2,1,0,1,16.4,76,0.0,18.0,Friday,4,15,2011,2,
2011-04-15 03:00:00,2,1,0,1,16.4,76,0.0,3.0,Friday,4,15,2011,3,
2011-04-15 04:00:00,2,1,0,1,15.58,82,6.0032,3.0,Friday,4,15,2011,4,
2011-04-15 05:00:00,2,1,0,1,14.76,81,7.0015,13.0,Friday,4,15,2011,5,
2011-04-15 06:00:00,2,1,0,1,14.76,81,6.0032,47.0,Friday,4,15,2011,6,
2011-04-15 07:00:00,2,1,0,1,16.4,71,11.0014,149.0,Friday,4,15,2011,7,
2011-04-15 08:00:00,2,1,0,1,18.04,62,19.9995,300.0,Friday,4,15,2011,8,
2011-04-15 09:00:00,2,1,0,1,20.5,55,12.998,178.0,Friday,4,15,2011,9,
2011-04-15 10:00:00,2,1,0,1,20.5,55,12.998,122.0,Friday,4,15,2011,10,
2011-04-15 11:00:00,2,1,0,1,21.32,55,12.998,136.0,Friday,4,15,2011,11,
2011-04-15 12:00:00,2,1,0,1,21.32,55,19.0012,200.0,Friday,4,15,2011,12,
2011-04-15 13:00:00,2,1,0,1,22.14,52,16.9979,180.0,Friday,4,15,2011,13,
2011-04-15 14:00:00,2,1,0,1,22.14,52,16.9979,163.0,Friday,4,15,2011,14,
2011-04-15 15:00:00,2,1,0,1,22.14,52,30.0026,162.0,Friday,4,15,2011,15,
2011-04-15 16:00:00,2,1,0,1,21.32,55,32.9975,243.0,Friday,4,15,2011,16,
2011-04-15 17:00:00,2,1,0,2,20.5,63,26.0027,331.0,Friday,4,15,2011,17,
2011-04-15 18:00:00,2,1,0,2,18.86,67,26.0027,263.0,Friday,4,15,2011,18,
2011-04-15 19:00:00,2,1,0,1,17.22,77,26.0027,209.0,Friday,4,15,2011,19,
2011-04-15 20:00:00,2,1,0,2,16.4,76,22.0028,118.0,Friday,4,15,2011,20,
2011-04-15 21:00:00,2,1,0,2,16.4,76,19.9995,102.0,Friday,4,15,2011,21,
2011-04-15 22:00:00,2,1,0,2,15.58,82,26.0027,80.0,Friday,4,15,2011,22,
2011-04-15 23:00:00,2,1,0,2,14.76,81,12.998,64.0,Friday,4,15,2011,23,
2011-04-16 00:00:00,2,0,0,2,14.76,81,15.0013,43.0,Saturday,4,16,2011,0,
2011-04-16 01:00:00,2,0,0,2,14.76,87,19.0012,33.0,Saturday,4,16,2011,1,
2011-04-16 02:00:00,2,0,0,2,14.76,87,8.9981,24.0,Saturday,4,16,2011,2,
2011-04-16 03:00:00,2,0,0,2,14.76,87,11.0014,14.0,Saturday,4,16,2011,3,
2011-04-16 04:00:00,2,0,0,2,14.76,87,15.0013,5.0,Saturday,4,16,2011,4,
2011-04-16 05:00:00,2,0,0,2,15.58,87,19.0012,4.0,Saturday,4,16,2011,5,
2011-04-16 06:00:00,2,0,0,3,16.4,82,22.0028,10.0,Saturday,4,16,2011,6,
2011-04-16 07:00:00,2,0,0,2,16.4,82,27.9993,21.0,Saturday,4,16,2011,7,
2011-04-16 08:00:00,2,0,0,3,16.4,87,23.9994,45.0,Saturday,4,16,2011,8,
2011-04-16 09:00:00,2,0,0,3,16.4,100,19.9995,29.0,Saturday,4,16,2011,9,
2011-04-16 10:00:00,2,0,0,3,17.22,94,26.0027,22.0,Saturday,4,16,2011,10,
2011-04-16 11:00:00,2,0,0,3,17.22,94,30.0026,31.0,Saturday,4,16,2011,11,
2011-04-16 12:00:00,2,0,0,2,18.86,88,39.0007,32.0,Saturday,4,16,2011,12,
2011-04-16 13:00:00,2,0,0,3,18.86,94,35.0008,58.0,Saturday,4,16,2011,13,
2011-04-16 14:00:00,2,0,0,3,21.32,83,39.0007,63.0,Saturday,4,16,2011,14,
2011-04-16 15:00:00,2,0,0,3,21.32,83,39.0007,78.0,Saturday,4,16,2011,15,
2011-04-16 16:00:00,2,0,0,3,20.5,88,31.0009,33.0,Saturday,4,16,2011,16,
2011-04-16 17:00:00,2,0,0,3,20.5,88,39.0007,15.0,Saturday,4,16,2011,17,
2011-04-16 18:00:00,2,0,0,2,20.5,94,26.0027,38.0,Saturday,4,16,2011,18,
2011-04-16 19:00:00,2,0,0,2,21.32,94,27.9993,71.0,Saturday,4,16,2011,19,
2011-04-16 20:00:00,2,0,0,3,18.04,94,15.0013,53.0,Saturday,4,16,2011,20,
2011-04-16 21:00:00,2,0,0,2,18.04,94,0.0,14.0,Saturday,4,16,2011,21,
2011-04-16 22:00:00,2,0,0,3,17.22,100,0.0,24.0,Saturday,4,16,2011,22,
2011-04-16 23:00:00,2,0,0,2,18.04,77,19.0012,35.0,Saturday,4,16,2011,23,
2011-04-17 00:00:00,2,0,0,2,18.04,77,19.0012,33.0,Sunday,4,17,2011,0,
2011-04-17 01:00:00,2,0,0,1,17.22,67,15.0013,31.0,Sunday,4,17,2011,1,
2011-04-17 02:00:00,2,0,0,1,16.4,62,12.998,29.0,Sunday,4,17,2011,2,
2011-04-17 03:00:00,2,0,0,1,16.4,66,8.9981,25.0,Sunday,4,17,2011,3,
2011-04-17 04:00:00,2,0,0,1,14.76,76,7.0015,7.0,Sunday,4,17,2011,4,
2011-04-17 05:00:00,2,0,0,1,14.76,71,11.0014,3.0,Sunday,4,17,2011,5,
2011-04-17 06:00:00,2,0,0,1,14.76,66,30.0026,8.0,Sunday,4,17,2011,6,
2011-04-17 07:00:00,2,0,0,1,14.76,50,23.9994,16.0,Sunday,4,17,2011,7,
2011-04-17 08:00:00,2,0,0,1,15.58,46,26.0027,43.0,Sunday,4,17,2011,8,
2011-04-17 09:00:00,2,0,0,1,16.4,43,19.0012,102.0,Sunday,4,17,2011,9,
2011-04-17 10:00:00,2,0,0,1,17.22,44,30.0026,211.0,Sunday,4,17,2011,10,
2011-04-17 11:00:00,2,0,0,1,18.86,41,27.9993,304.0,Sunday,4,17,2011,11,
2011-04-17 12:00:00,2,0,0,1,18.86,38,26.0027,354.0,Sunday,4,17,2011,12,
2011-04-17 13:00:00,2,0,0,1,20.5,34,26.0027,343.0,Sunday,4,17,2011,13,
2011-04-17 14:00:00,2,0,0,1,21.32,34,26.0027,361.0,Sunday,4,17,2011,14,
2011-04-17 15:00:00,2,0,0,1,22.14,32,35.0008,388.0,Sunday,4,17,2011,15,
2011-04-17 16:00:00,2,0,0,1,22.14,30,23.9994,343.0,Sunday,4,17,2011,16,
2011-04-17 17:00:00,2,0,0,1,22.96,30,30.0026,306.0,Sunday,4,17,2011,17,
2011-04-17 18:00:00,2,0,0,1,22.96,30,26.0027,277.0,Sunday,4,17,2011,18,
2011-04-17 19:00:00,2,0,0,1,22.96,30,19.9995,210.0,Sunday,4,17,2011,19,
2011-04-17 20:00:00,2,0,0,1,21.32,36,12.998,141.0,Sunday,4,17,2011,20,
2011-04-17 21:00:00,2,0,0,1,20.5,42,12.998,83.0,Sunday,4,17,2011,21,
2011-04-17 22:00:00,2,0,0,1,20.5,39,7.0015,70.0,Sunday,4,17,2011,22,
2011-04-17 23:00:00,2,0,0,1,18.04,67,11.0014,56.0,Sunday,4,17,2011,23,
2011-04-18 00:00:00,2,0,1,1,18.86,47,6.0032,39.0,Monday,4,18,2011,0,
2011-04-18 01:00:00,2,0,1,1,18.86,47,8.9981,19.0,Monday,4,18,2011,1,
2011-04-18 02:00:00,2,0,1,1,17.22,67,7.0015,16.0,Monday,4,18,2011,2,
2011-04-18 03:00:00,2,0,1,1,17.22,62,7.0015,7.0,Monday,4,18,2011,3,
2011-04-18 04:00:00,2,0,1,1,16.4,87,11.0014,6.0,Monday,4,18,2011,4,
2011-04-18 05:00:00,2,0,1,1,16.4,76,6.0032,16.0,Monday,4,18,2011,5,
2011-04-18 06:00:00,2,0,1,1,16.4,82,0.0,54.0,Monday,4,18,2011,6,
2011-04-18 07:00:00,2,0,1,1,18.86,63,0.0,168.0,Monday,4,18,2011,7,
2011-04-18 08:00:00,2,0,1,1,18.86,63,0.0,297.0,Monday,4,18,2011,8,
2011-04-18 09:00:00,2,0,1,2,20.5,55,7.0015,169.0,Monday,4,18,2011,9,
2011-04-18 10:00:00,2,0,1,2,21.32,55,7.0015,109.0,Monday,4,18,2011,10,
2011-04-18 11:00:00,2,0,1,2,22.14,52,6.0032,123.0,Monday,4,18,2011,11,
2011-04-18 12:00:00,2,0,1,2,22.96,49,6.0032,184.0,Monday,4,18,2011,12,
2011-04-18 13:00:00,2,0,1,2,22.96,49,11.0014,169.0,Monday,4,18,2011,13,
2011-04-18 14:00:00,2,0,1,2,23.78,49,12.998,144.0,Monday,4,18,2011,14,
2011-04-18 15:00:00,2,0,1,2,24.6,43,12.998,176.0,Monday,4,18,2011,15,
2011-04-18 16:00:00,2,0,1,1,24.6,46,19.0012,205.0,Monday,4,18,2011,16,
2011-04-18 17:00:00,2,0,1,1,23.78,49,19.0012,428.0,Monday,4,18,2011,17,
2011-04-18 18:00:00,2,0,1,1,26.24,31,23.9994,362.0,Monday,4,18,2011,18,
2011-04-18 19:00:00,2,0,1,1,22.96,46,16.9979,286.0,Monday,4,18,2011,19,
2011-04-18 20:00:00,2,0,1,1,24.6,33,19.9995,165.0,Monday,4,18,2011,20,
2011-04-18 21:00:00,2,0,1,1,22.96,37,19.0012,151.0,Monday,4,18,2011,21,
