season,holiday,workingday,weather,temp,humidity,windspeed,count,heure
2,0,0,1,27.06,78,15.0013,119,0
2,0,0,1,26.24,83,7.0015,93,1
2,0,0,1,26.24,89,16.9979,66,2
2,0,0,1,26.24,89,19.0012,28,3
2,0,0,1,25.42,88,11.0014,14,4
2,0,0,1,25.42,88,15.0013,10,5
2,0,0,1,25.42,88,7.0015,14,6
2,0,0,1,26.24,78,7.0015,34,7
2,0,0,1,28.7,74,0.0,92,8
2,0,0,1,29.52,66,0.0,182,9
2,0,0,1,31.16,58,6.0032,311,10
2,0,0,1,31.98,55,7.0015,367,11
2,0,0,1,33.62,46,0.0,420,12
2,0,0,1,31.98,59,19.0012,373,13
2,0,0,1,33.62,56,16.9979,315,14
2,0,0,1,32.8,59,19.9995,360,15
2,0,0,3,27.88,83,19.0012,350,16
2,0,0,3,27.88,83,19.0012,252,17
2,0,0,1,28.7,74,11.0014,256,18
2,0,0,1,28.7,74,7.0015,223,19
2,0,0,1,27.06,83,11.0014,206,20
2,0,0,1,27.06,83,7.0015,140,21
2,0,0,1,26.24,83,8.9981,128,22
2,0,0,1,26.24,78,12.998,107,23
2,0,1,1,26.24,78,8.9981,28,0
2,0,1,1,26.24,73,15.0013,16,1
2,0,1,1,25.42,73,19.0012,10,2
2,0,1,1,24.6,60,32.9975,7,3
2,0,1,1,22.96,64,19.9995,4,4
2,0,1,1,22.14,64,26.0027,29,5
2,0,1,1,22.14,64,27.9993,105,6
2,0,1,1,22.96,56,23.9994,328,7
2,0,1,1,23.78,49,30.0026,476,8
2,0,1,1,25.42,46,23.9994,224,9
2,0,1,1,26.24,41,22.0028,118,10
2,0,1,1,27.06,41,19.9995,159,11
2,0,1,1,27.06,41,19.0012,196,12
2,0,1,1,28.7,37,0.0,227,13
2,0,1,1,28.7,34,16.9979,200,14
2,0,1,1,28.7,37,30.0026,185,15
2,0,1,1,28.7,37,27.9993,326,16
2,0,1,1,28.7,39,22.0028,601,17
2,0,1,1,28.7,37,23.9994,586,18
2,0,1,1,27.06,39,19.0012,423,19
2,0,1,1,26.24,44,16.9979,331,20
2,0,1,1,26.24,41,16.9979,218,21
2,0,1,1,25.42,46,15.0013,134,22
2,0,1,1,25.42,46,12.998,89,23
2,0,1,1,24.6,49,12.998,31,0
2,0,1,1,24.6,49,16.9979,13,1
2,0,1,1,24.6,49,19.0012,10,2
2,0,1,1,23.78,53,22.0028,2,3
2,0,1,1,22.14,60,16.9979,3,4
2,0,1,1,22.14,56,22.0028,26,5
2,0,1,1,22.14,56,19.9995,113,6
2,0,1,1,22.96,52,27.9993,365,7
2,0,1,1,23.78,49,26.0027,486,8
2,0,1,1,25.42,46,12.998,193,9
2,0,1,1,25.42,46,15.0013,130,10
2,0,1,1,26.24,41,19.0012,143,11
2,0,1,1,26.24,41,23.9994,169,12
2,0,1,1,26.24,44,15.0013,209,13
2,0,1,2,26.24,47,12.998,159,14
2,0,1,1,26.24,47,11.0014,178,15
2,0,1,1,27.88,41,12.998,330,16
2,0,1,3,26.24,50,19.0012,569,17
2,0,1,1,25.42,51,22.0028,538,18
2,0,1,1,26.24,50,23.9994,386,19
2,0,1,1,24.6,56,11.0014,297,20
2,0,1,1,24.6,56,19.9995,243,21
2,0,1,1,23.78,60,15.0013,188,22
2,0,1,1,22.96,68,15.0013,110,23
2,0,1,1,22.96,64,23.9994,52,0
2,0,1,1,22.14,64,19.0012,14,1
2,0,1,1,21.32,63,15.0013,9,2
2,0,1,1,20.5,68,16.9979,1,3
2,0,1,1,20.5,63,19.0012,4,4
2,0,1,1,19.68,67,19.0012,21,5
2,0,1,1,20.5,63,16.9979,121,6
2,0,1,1,22.14,60,8.9981,370,7
2,0,1,1,23.78,53,8.9981,498,8
2,0,1,1,24.6,49,0.0,207,9
2,0,1,1,26.24,47,11.0014,135,10
2,0,1,1,27.88,36,0.0,164,11
2,0,1,1,28.7,34,15.0013,211,12
2,0,1,1,30.34,28,19.0012,189,13
2,0,1,1,30.34,28,0.0,178,14
2,0,1,1,31.16,27,0.0,164,15
2,0,1,1,31.16,27,8.9981,312,16
2,0,1,1,30.34,28,7.0015,638,17
2,0,1,1,29.52,32,8.9981,607,18
2,0,1,1,28.7,37,19.0012,416,19
2,0,1,1,27.06,44,11.0014,330,20
2,0,1,1,26.24,47,15.0013,257,21
2,0,1,1,25.42,50,7.0015,175,22
2,0,1,1,25.42,53,0.0,107,23
2,0,1,1,24.6,56,7.0015,47,0
2,0,1,1,23.78,60,0.0,17,1
2,0,1,1,24.6,56,6.0032,5,2
2,0,1,2,22.96,73,6.0032,4,3
2,0,1,2,22.96,68,7.0015,6,4
2,0,1,1,24.6,64,12.998,25,5
2,0,1,3,23.78,73,11.0014,112,6
2,0,1,3,22.96,78,11.0014,188,7
2,0,1,2,24.6,69,8.9981,388,8
2,0,1,2,25.42,65,12.998,261,9
2,0,1,2,27.06,61,16.9979,121,10
2,0,1,2,27.88,61,19.9995,150,11
2,0,1,1,29.52,54,26.0027,206,12
2,0,1,2,29.52,54,16.9979,151,13
2,0,1,2,29.52,54,22.0028,153,14
2,0,1,2,28.7,61,19.9995,159,15
2,0,1,3,27.06,69,12.998,294,16
2,0,1,2,26.24,78,7.0015,272,17
2,0,1,1,26.24,83,15.0013,325,18
2,0,1,1,25.42,83,19.0012,327,19
2,0,1,1,25.42,83,22.0028,201,20
2,0,1,3,25.42,83,16.9979,188,21
2,0,1,3,25.42,83,16.9979,151,22
2,0,1,3,24.6,83,16.9979,16,23
2,0,1,1,22.96,88,6.0032,24,0
2,0,1,1,22.96,94,8.9981,23,1
2,0,1,1,22.96,94,7.0015,13,2
2,0,1,1,22.96,94,7.0015,6,3
2,0,1,1,22.14,94,8.9981,6,4
2,0,1,1,22.14,100,0.0,13,5
2,0,1,1,22.96,94,0.0,97,6
2,0,1,1,24.6,83,0.0,250,7
2,0,1,2,24.6,83,0.0,454,8
2,0,1,1,28.7,58,12.998,224,9
2,0,1,1,28.7,58,12.998,170,10
2,0,1,1,27.88,69,16.9979,181,11
2,0,1,1,28.7,65,16.9979,243,12
2,0,1,1,30.34,62,19.0012,204,13
2,0,1,1,31.16,52,12.998,215,14
2,0,1,1,31.98,43,15.0013,243,15
2,0,1,1,31.16,45,11.0014,355,16
2,0,1,3,31.16,40,12.998,552,17
2,0,1,3,31.16,40,12.998,450,18
2,0,1,3,26.24,83,16.9979,328,19
2,0,1,1,26.24,78,7.0015,232,20
2,0,1,1,26.24,78,6.0032,208,21
2,0,1,1,25.42,88,8.9981,175,22
2,0,1,1,25.42,83,8.9981,178,23
2,0,0,1,25.42,88,8.9981,104,0
2,0,0,1,25.42,83,7.0015,95,1
2,0,0,1,24.6,88,0.0,53,2
2,0,0,1,24.6,88,6.0032,20,3
2,0,0,1,24.6,88,6.0032,5,4
2,0,0,1,25.42,83,0.0,7,5
2,0,0,1,25.42,83,7.0015,27,6
2,0,0,1,26.24,78,8.9981,57,7
2,0,0,1,27.06,78,6.0032,131,8
2,0,0,1,28.7,61,15.0013,218,9
2,0,0,1,29.52,62,12.998,244,10
2,0,0,1,29.52,62,8.9981,404,11
2,0,0,1,30.34,66,6.0032,420,12
2,0,0,1,31.16,55,0.0,327,13
2,0,0,2,32.8,46,19.0012,334,14
2,0,0,2,33.62,46,8.9981,367,15
2,0,0,2,31.16,52,15.0013,468,16
2,0,0,2,31.16,48,11.0014,449,17
2,0,0,2,30.34,55,12.998,381,18
2,0,0,2,30.34,51,7.0015,326,19
2,0,0,2,29.52,58,8.9981,188,20
2,0,0,2,29.52,66,7.0015,183,21
2,0,0,2,29.52,62,8.9981,161,22
2,0,0,2,29.52,62,0.0,150,23
2,0,0,1,28.7,65,0.0,89,0
2,0,0,2,28.7,65,6.0032,76,1
2,0,0,1,27.88,74,6.0032,72,2
2,0,0,2,27.06,78,8.9981,30,3
2,0,0,2,27.06,74,8.9981,17,4
2,0,0,2,27.06,78,0.0,19,5
2,0,0,2,27.06,78,11.0014,33,6
2,0,0,2,27.06,78,11.0014,71,7
2,0,0,3,27.88,74,7.0015,84,8
2,0,0,2,27.88,74,7.0015,169,9
2,0,0,2,28.7,61,7.0015,244,10
2,0,0,2,29.52,58,6.0032,377,11
2,0,0,2,30.34,55,6.0032,396,12
2,0,0,2,30.34,51,0.0,363,13
2,0,0,3,30.34,58,7.0015,317,14
2,0,0,2,30.34,55,7.0015,362,15
2,0,0,2,31.16,48,0.0,378,16
2,0,0,1,30.34,51,0.0,397,17
2,0,0,2,30.34,58,6.0032,296,18
2,0,0,1,29.52,62,8.9981,311,19
2,0,0,1,28.7,70,12.998,232,20
2,0,0,1,27.88,79,8.9981,167,21
2,0,0,1,27.06,78,15.0013,152,22
2,0,0,1,27.06,78,12.998,92,23
3,0,1,1,27.06,50,0.0,68,0
3,0,1,1,27.06,50,0.0,31,1
3,0,1,1,25.42,69,0.0,13,2
3,0,1,1,26.24,53,0.0,11,3
3,0,1,1,25.42,57,0.0,6,4
3,0,1,1,24.6,64,8.9981,30,5
3,0,1,1,25.42,61,8.9981,108,6
3,0,1,1,27.06,54,7.0015,243,7
3,0,1,1,28.7,42,11.0014,492,8
3,0,1,1,30.34,35,11.0014,260,9
3,0,1,1,31.16,33,11.0014,170,10
3,0,1,1,32.8,26,0.0,214,11
3,0,1,1,32.8,26,0.0,263,12
3,0,1,1,32.8,24,0.0,292,13
3,0,1,1,33.62,23,12.998,303,14
3,0,1,1,33.62,21,16.9979,381,15
3,0,1,1,33.62,17,0.0,427,16
3,0,1,1,33.62,21,12.998,461,17
3,0,1,1,32.8,24,16.9979,422,18
3,0,1,1,31.98,25,12.998,318,19
3,0,1,1,29.52,42,15.0013,269,20
3,0,1,1,28.7,45,12.998,218,21
3,0,1,1,28.7,42,0.0,222,22
3,0,1,1,27.88,47,6.0032,140,23
3,0,0,1,27.88,47,6.0032,115,0
3,0,0,1,27.06,54,0.0,78,1
3,0,0,1,26.24,53,0.0,52,2
3,0,0,1,26.24,53,0.0,26,3
3,0,0,1,25.42,61,0.0,11,4
3,0,0,1,23.78,73,7.0015,14,5
3,0,0,1,25.42,69,7.0015,32,6
3,0,0,1,26.24,65,0.0,45,7
3,0,0,1,27.88,57,0.0,132,8
3,0,0,1,30.34,51,6.0032,179,9
3,0,0,1,32.8,36,0.0,271,10
3,0,0,1,32.8,36,6.0032,357,11
3,0,0,1,33.62,30,8.9981,374,12
3,0,0,1,33.62,30,7.0015,404,13
3,0,0,1,34.44,20,0.0,392,14
3,0,0,1,35.26,19,11.0014,331,15
3,0,0,1,36.08,22,15.0013,398,16
3,0,0,1,34.44,30,15.0013,349,17
3,0,0,1,33.62,30,19.0012,383,18
3,0,0,1,32.8,33,15.0013,305,19
3,0,0,1,31.16,45,19.0012,284,20
3,0,0,1,30.34,48,12.998,232,21
3,0,0,1,29.52,51,11.0014,201,22
3,0,0,1,29.52,54,19.0012,154,23
3,0,0,1,28.7,58,15.0013,144,0
3,0,0,2,28.7,61,11.0014,78,1
3,0,0,1,28.7,58,12.998,69,2
3,0,0,3,27.88,65,6.0032,33,3
3,0,0,3,27.88,65,6.0032,5,4
3,0,0,3,25.42,83,12.998,1,5
3,0,0,2,25.42,94,6.0032,3,6
3,0,0,2,26.24,89,12.998,25,7
3,0,0,1,27.88,79,15.0013,92,8
3,0,0,1,28.7,74,16.9979,181,9
3,0,0,1,30.34,66,11.0014,264,10
3,0,0,1,31.16,62,7.0015,390,11
3,0,0,1,32.8,55,7.0015,404,12
3,0,0,1,32.8,59,15.0013,421,13
3,0,0,1,33.62,56,16.9979,375,14
3,0,0,1,34.44,53,19.9995,376,15
3,0,0,1,34.44,53,19.9995,414,16
3,0,0,3,32.8,49,56.9969,358,17
3,0,0,3,32.8,49,56.9969,181,18
3,0,0,2,27.06,83,12.998,183,19
3,0,0,3,27.06,83,0.0,176,20
3,0,0,2,27.06,83,11.0014,167,21
3,0,0,2,27.06,78,7.0015,162,22
3,0,0,1,26.24,83,11.0014,147,23
3,1,0,1,26.24,83,8.9981,140,0
3,1,0,1,26.24,83,6.0032,119,1
3,1,0,1,26.24,83,0.0,63,2
3,1,0,1,26.24,78,0.0,26,3
3,1,0,2,27.06,78,6.0032,12,4
3,1,0,2,26.24,83,8.9981,4,5
3,1,0,1,26.24,89,11.0014,16,6
3,1,0,1,27.06,83,8.9981,36,7
3,1,0,1,28.7,74,7.0015,86,8
3,1,0,2,29.52,66,6.0032,238,9
3,1,0,2,31.16,55,6.0032,280,10
3,1,0,2,31.16,55,6.0032,349,11
3,1,0,2,31.98,52,0.0,447,12
3,1,0,2,31.98,49,0.0,423,13
3,1,0,1,32.8,46,0.0,408,14
3,1,0,1,33.62,43,6.0032,408,15
3,1,0,1,33.62,41,0.0,452,16
3,1,0,1,32.8,46,0.0,436,17
3,1,0,1,32.8,46,8.9981,418,18
3,1,0,2,31.98,49,11.0014,375,19
3,1,0,2,31.16,55,7.0015,386,20
3,1,0,2,30.34,62,7.0015,457,21
3,1,0,2,30.34,62,8.9981,326,22
3,1,0,2,29.52,70,7.0015,138,23
3,0,1,2,28.7,65,11.0014,55,0
3,0,1,1,28.7,65,7.0015,39,1
3,0,1,1,27.06,74,6.0032,13,2
3,0,1,1,27.06,74,15.0013,8,3
3,0,1,1,27.06,69,11.0014,5,4
3,0,1,1,27.06,69,0.0,20,5
3,0,1,1,27.06,74,6.0032,94,6
3,0,1,1,28.7,65,6.0032,270,7
3,0,1,1,29.52,62,8.9981,432,8
3,0,1,1,30.34,58,8.9981,227,9
3,0,1,1,31.16,52,7.0015,139,10
3,0,1,1,31.98,46,7.0015,172,11
3,0,1,1,32.8,43,7.0015,201,12
3,0,1,1,33.62,43,7.0015,203,13
3,0,1,1,32.8,49,11.0014,178,14
3,0,1,1,33.62,43,0.0,162,15
3,0,1,1,33.62,46,7.0015,281,16
3,0,1,1,33.62,46,7.0015,545,17
3,0,1,1,32.8,55,11.0014,496,18
3,0,1,1,32.8,59,8.9981,368,19
3,0,1,1,31.16,66,7.0015,284,20
3,0,1,1,31.98,62,16.9979,245,21
3,0,1,1,31.16,66,15.0013,155,22
3,0,1,1,30.34,66,11.0014,73,23
3,0,1,1,29.52,74,12.998,37,0
3,0,1,1,28.7,74,8.9981,15,1
3,0,1,1,28.7,79,6.0032,5,2
3,0,1,1,28.7,79,0.0,6,3
3,0,1,2,27.88,83,6.0032,6,4
3,0,1,1,27.88,83,6.0032,35,5
3,0,1,1,28.7,79,6.0032,121,6
3,0,1,2,29.52,79,0.0,312,7
3,0,1,2,29.52,74,7.0015,428,8
3,0,1,3,28.7,79,12.998,189,9
3,0,1,3,28.7,79,6.0032,43,10
3,0,1,2,29.52,74,0.0,127,11
3,0,1,2,30.34,66,6.0032,152,12
3,0,1,2,30.34,70,7.0015,140,13
3,0,1,1,31.16,66,19.0012,163,14
3,0,1,1,31.16,70,19.0012,185,15
3,0,1,1,31.16,70,16.9979,275,16
3,0,1,1,31.98,59,15.0013,596,17
3,0,1,1,31.16,62,12.998,563,18
3,0,1,1,30.34,70,15.0013,394,19
3,0,1,1,29.52,74,16.9979,312,20
3,0,1,1,28.7,79,12.998,241,21
3,0,1,1,28.7,79,12.998,186,22
3,0,1,1,27.88,83,15.0013,98,23
3,0,1,1,27.06,89,8.9981,35,0
3,0,1,1,27.06,89,12.998,16,1
3,0,1,1,27.06,89,12.998,8,2
3,0,1,1,26.24,94,7.0015,4,3
3,0,1,1,26.24,89,7.0015,4,4
3,0,1,1,26.24,89,7.0015,32,5
3,0,1,2,26.24,89,8.9981,118,6
3,0,1,2,27.06,89,7.0015,292,7
3,0,1,2,28.7,79,12.998,443,8
3,0,1,1,30.34,70,11.0014,179,9
3,0,1,1,31.98,62,0.0,101,10
3,0,1,1,33.62,52,8.9981,142,11
3,0,1,1,34.44,41,0.0,171,12
3,0,1,1,35.26,41,0.0,155,13
3,0,1,1,35.26,41,16.9979,160,14
3,0,1,1,35.26,41,16.9979,166,15
3,0,1,1,35.26,39,15.0013,265,16
3,0,1,1,35.26,36,16.9979,569,17
3,0,1,1,34.44,44,19.9995,562,18
3,0,1,1,33.62,52,19.0012,365,19
3,0,1,1,31.16,58,23.9994,285,20
3,0,1,1,30.34,62,11.0014,209,21
3,0,1,1,30.34,62,11.0014,182,22
3,0,1,1,29.52,66,0.0,129,23
3,0,1,1,30.34,66,7.0015,47,0
3,0,1,1,29.52,79,0.0,34,1
3,0,1,2,28.7,74,11.0014,22,2
3,0,1,1,27.88,79,7.0015,6,3
3,0,1,1,28.7,79,16.9979,11,4
3,0,1,1,27.88,79,16.9979,27,5
3,0,1,1,28.7,74,7.0015,102,6
3,0,1,2,28.7,79,12.998,332,7
3,0,1,2,29.52,74,16.9979,457,8
3,0,1,2,31.16,70,19.9995,241,9
3,0,1,2,30.34,70,23.9994,138,10
3,0,1,2,30.34,74,16.9979,165,11
3,0,1,2,31.16,70,19.0012,213,12
3,0,1,2,31.98,66,19.0012,229,13
3,0,1,2,32.8,63,23.9994,216,14
3,0,1,2,32.8,63,23.9994,141,15
3,0,1,3,27.88,83,30.0026,132,16
3,0,1,3,27.06,89,30.0026,167,17
3,0,1,1,27.06,83,6.0032,316,18
3,0,1,1,27.06,83,6.0032,270,19
3,0,1,1,27.06,83,11.0014,250,20
3,0,1,2,27.06,83,16.9979,204,21
3,0,1,2,27.06,78,12.998,169,22
3,0,1,2,27.06,78,6.0032,151,23
3,0,0,2,27.06,83,8.9981,121,0
3,0,0,2,26.24,89,7.0015,53,1
3,0,0,1,26.24,89,11.0014,55,2
3,0,0,1,26.24,89,8.9981,30,3
3,0,0,1,26.24,83,15.0013,6,4
3,0,0,2,25.42,88,11.0014,15,5
3,0,0,2,26.24,83,12.998,38,6
3,0,0,1,27.06,78,12.998,71,7
3,0,0,1,28.7,70,16.9979,182,8
3,0,0,1,30.34,58,19.0012,247,9
3,0,0,1,31.16,52,11.0014,264,10
3,0,0,1,31.98,46,19.9995,290,11
3,0,0,1,32.8,46,16.9979,366,12
3,0,0,1,33.62,41,15.0013,416,13
3,0,0,1,34.44,36,8.9981,373,14
3,0,0,1,34.44,34,6.0032,402,15
3,0,0,1,33.62,38,0.0,416,16
3,0,0,1,34.44,32,0.0,401,17
3,0,0,1,33.62,36,7.0015,378,18
3,0,0,1,31.16,55,11.0014,306,19
3,0,0,1,31.16,58,15.0013,314,20
3,0,0,1,30.34,58,11.0014,238,21
3,0,0,1,29.52,62,11.0014,214,22
3,0,0,1,29.52,58,12.998,140,23
3,0,0,1,28.7,61,11.0014,154,0
3,0,0,1,28.7,61,8.9981,113,1
3,0,0,1,27.88,69,6.0032,96,2
3,0,0,1,27.06,74,6.0032,25,3
3,0,0,1,27.06,69,6.0032,5,4
3,0,0,1,27.06,74,0.0,17,5
3,0,0,1,26.24,78,6.0032,25,6
3,0,0,1,28.7,70,6.0032,65,7
3,0,0,1,29.52,66,0.0,92,8
3,0,0,1,30.34,66,6.0032,169,9
3,0,0,1,31.16,55,8.9981,268,10
3,0,0,1,31.98,55,12.998,287,11
3,0,0,1,33.62,46,19.0012,377,12
3,0,0,1,32.8,46,19.9995,367,13
3,0,0,1,33.62,41,22.0028,349,14
3,0,0,1,34.44,39,19.0012,361,15
3,0,0,1,34.44,41,19.0012,372,16
3,0,0,1,34.44,36,15.0013,363,17
3,0,0,1,33.62,43,19.0012,363,18
3,0,0,1,32.8,49,22.0028,303,19
3,0,0,1,31.16,55,12.998,268,20
3,0,0,1,30.34,62,16.9979,227,21
3,0,0,1,30.34,66,15.0013,143,22
3,0,0,1,29.52,66,16.9979,72,23
3,0,1,1,28.7,65,12.998,35,0
3,0,1,1,28.7,61,19.0012,10,1
3,0,1,1,28.7,61,15.0013,12,2
3,0,1,1,27.88,65,11.0014,10,3
3,0,1,1,27.06,74,15.0013,4,4
3,0,1,1,27.06,74,8.9981,26,5
3,0,1,1,27.88,74,12.998,121,6
3,0,1,1,28.7,74,16.9979,317,7
3,0,1,1,30.34,66,19.0012,420,8
3,0,1,1,31.98,59,19.9995,208,9
3,0,1,1,32.8,55,23.9994,117,10
3,0,1,1,33.62,56,19.9995,128,11
3,0,1,1,34.44,53,19.0012,148,12
3,0,1,1,35.26,50,16.9979,141,13
3,0,1,1,35.26,53,19.0012,134,14
3,0,1,1,35.26,56,27.9993,146,15
3,0,1,1,35.26,56,26.0027,239,16
3,0,1,1,35.26,56,27.9993,514,17
3,0,1,1,35.26,53,26.0027,472,18
3,0,1,1,34.44,59,22.0028,373,19
3,0,1,1,29.52,74,27.9993,236,20
3,0,1,1,28.7,79,27.9993,130,21
3,0,1,1,29.52,74,8.9981,90,22
3,0,1,1,28.7,79,8.9981,55,23
3,0,1,1,28.7,79,8.9981,22,0
3,0,1,1,28.7,79,6.0032,14,1
3,0,1,1,28.7,79,7.0015,9,2
3,0,1,2,28.7,79,0.0,8,3
3,0,1,1,28.7,79,11.0014,6,4
3,0,1,1,28.7,79,6.0032,25,5
3,0,1,1,30.34,58,15.0013,115,6
3,0,1,1,31.16,55,12.998,330,7
3,0,1,1,31.16,58,15.0013,417,8
3,0,1,1,31.98,55,32.9975,176,9
3,0,1,1,33.62,52,11.0014,123,10
3,0,1,1,33.62,52,11.0014,125,11
3,0,1,1,35.26,44,19.9995,163,12
3,0,1,1,35.26,47,15.0013,136,13
3,0,1,1,36.9,42,19.9995,124,14
3,0,1,1,36.9,42,23.9994,148,15
3,0,1,1,35.26,44,19.0012,202,16
3,0,1,1,36.08,44,19.0012,428,17
3,0,1,1,35.26,47,19.9995,511,18
3,0,1,1,34.44,44,19.0012,337,19
3,0,1,1,33.62,43,12.998,308,20
3,0,1,1,33.62,43,7.0015,258,21
3,0,1,1,32.8,46,8.9981,194,22
3,0,1,1,31.98,52,0.0,79,23
3,0,1,1,31.16,62,0.0,46,0
3,0,1,1,31.16,55,0.0,12,1
3,0,1,1,31.16,55,0.0,5,2
3,0,1,1,30.34,58,12.998,4,3
3,0,1,1,30.34,58,16.9979,5,4
3,0,1,1,30.34,58,12.998,26,5
3,0,1,1,30.34,58,11.0014,121,6
3,0,1,1,31.16,55,16.9979,313,7
3,0,1,1,32.8,49,16.9979,449,8
3,0,1,1,33.62,41,12.998,186,9
3,0,1,1,33.62,46,12.998,113,10
3,0,1,1,34.44,39,11.0014,165,11
3,0,1,1,34.44,41,19.0012,174,12
3,0,1,3,33.62,46,8.9981,158,13
3,0,1,3,33.62,46,8.9981,116,14
3,0,1,3,26.24,94,8.9981,46,15
3,0,1,2,27.06,89,0.0,141,16
3,0,1,1,28.7,79,0.0,488,17
3,0,1,1,29.52,79,8.9981,463,18
3,0,1,1,28.7,79,7.0015,419,19
3,0,1,1,28.7,84,11.0014,342,20
3,0,1,1,28.7,79,7.0015,250,21
3,0,1,1,27.88,83,12.998,184,22
3,0,1,1,27.06,83,16.9979,116,23
3,0,1,1,27.06,69,19.9995,46,0
3,0,1,1,27.06,61,16.9979,25,1
3,0,1,1,26.24,57,19.9995,10,2
3,0,1,1,25.42,57,19.9995,6,3
3,0,1,1,25.42,53,16.9979,6,4
3,0,1,1,24.6,56,15.0013,28,5
3,0,1,1,24.6,60,15.0013,130,6
3,0,1,1,25.42,53,16.9979,334,7
3,0,1,1,26.24,50,23.9994,486,8
3,0,1,1,27.88,47,19.0012,224,9
3,0,1,1,28.7,42,16.9979,127,10
3,0,1,1,29.52,37,15.0013,148,11
3,0,1,1,30.34,35,16.9979,223,12
3,0,1,1,31.16,33,22.0028,177,13
3,0,1,1,30.34,35,19.0012,178,14
3,0,1,1,31.16,33,19.9995,180,15
3,0,1,1,31.16,33,8.9981,274,16
3,0,1,1,30.34,37,8.9981,595,17
3,0,1,1,29.52,42,12.998,578,18
3,0,1,1,29.52,39,15.0013,400,19
3,0,1,1,28.7,42,15.0013,348,20
3,0,1,1,27.06,50,8.9981,261,21
3,0,1,1,26.24,57,6.0032,176,22
3,0,1,1,26.24,65,16.9979,124,23
3,0,1,1,25.42,73,15.0013,80,0
3,0,1,1,25.42,73,12.998,20,1
3,0,1,1,24.6,78,11.0014,38,2
3,0,1,1,24.6,73,12.998,7,3
3,0,1,1,24.6,73,11.0014,10,4
3,0,1,1,24.6,73,8.9981,23,5
3,0,1,2,24.6,73,7.0015,120,6
3,0,1,1,26.24,65,7.0015,274,7
3,0,1,1,26.24,65,16.9979,564,8
3,0,1,1,27.88,54,12.998,207,9
3,0,1,2,27.06,61,11.0014,166,10
3,0,1,1,28.7,54,8.9981,210,11
3,0,1,1,28.7,48,12.998,238,12
3,0,1,1,28.7,54,12.998,247,13
3,0,1,1,28.7,51,12.998,265,14
3,0,1,1,29.52,45,11.0014,237,15
3,0,1,1,29.52,51,12.998,361,16
3,0,1,1,30.34,42,16.9979,587,17
3,0,1,1,29.52,45,15.0013,496,18
3,0,1,1,28.7,45,15.0013,394,19
3,0,1,1,28.7,51,15.0013,343,20
3,0,1,1,27.06,54,7.0015,261,21
3,0,1,1,27.06,57,15.0013,223,22
3,0,1,1,26.24,61,11.0014,167,23
3,0,0,1,25.42,65,12.998,110,0
3,0,0,1,24.6,69,7.0015,75,1
3,0,0,1,24.6,73,8.9981,58,2
3,0,0,1,24.6,78,8.9981,26,3
3,0,0,1,24.6,73,6.0032,16,4
3,0,0,1,23.78,78,6.0032,10,5
3,0,0,1,24.6,78,11.0014,37,6
3,0,0,1,25.42,73,8.9981,52,7
3,0,0,1,27.06,65,11.0014,127,8
3,0,0,1,28.7,54,15.0013,222,9
3,0,0,1,29.52,54,12.998,322,10
3,0,0,1,30.34,48,15.0013,396,11
3,0,0,1,31.16,43,19.0012,463,12
3,0,0,1,31.16,45,19.9995,497,13
3,0,0,1,30.34,45,19.9995,433,14
3,0,0,1,31.16,45,22.0028,428,15
3,0,0,1,31.16,45,19.0012,425,16
3,0,0,1,31.16,45,15.0013,475,17
3,0,0,1,31.16,45,19.0012,428,18
3,0,0,1,30.34,48,12.998,406,19
3,0,0,1,29.52,51,15.0013,296,20
3,0,0,1,28.7,58,15.0013,252,21
3,0,0,1,28.7,65,19.0012,201,22
3,0,0,1,27.88,61,15.0013,168,23
3,0,0,1,27.06,65,15.0013,125,0
3,0,0,1,26.24,69,12.998,102,1
3,0,0,1,26.24,69,15.0013,94,2
3,0,0,1,26.24,69,15.0013,47,3
3,0,0,1,25.42,73,11.0014,10,4
3,0,0,1,26.24,69,15.0013,12,5
3,0,0,1,25.42,73,11.0014,21,6
3,0,0,1,26.24,73,11.0014,50,7
3,0,0,1,27.88,65,15.0013,118,8
3,0,0,1,29.52,58,15.0013,184,9
3,0,0,1,30.34,60,15.0013,304,10
3,0,0,1,31.16,55,19.0012,391,11
3,0,0,1,31.16,55,19.0012,420,12
3,0,0,1,32.8,49,19.9995,472,13
3,0,0,1,32.8,49,23.9994,430,14
3,0,0,1,33.62,43,19.9995,324,15
3,0,0,1,32.8,46,19.9995,317,16
3,0,0,1,32.8,49,26.0027,369,17
3,0,0,1,32.8,46,19.9995,390,18
3,0,0,1,31.16,55,19.0012,379,19
3,0,0,1,31.16,58,16.9979,262,20
3,0,0,1,30.34,62,15.0013,207,21
3,0,0,1,29.52,66,15.0013,181,22
3,0,0,1,28.7,74,8.9981,93,23
3,0,1,1,28.7,74,8.9981,51,0
3,0,1,1,28.7,74,15.0013,25,1
3,0,1,1,27.06,83,15.0013,10,2
3,0,1,1,27.06,78,12.998,7,3
3,0,1,1,26.24,78,11.0014,4,4
3,0,1,1,26.24,78,7.0015,17,5
3,0,1,1,26.24,83,7.0015,105,6
3,0,1,1,27.88,74,15.0013,277,7
3,0,1,1,28.7,70,12.998,347,8
3,0,1,1,30.34,67,15.0013,203,9
3,0,1,1,31.16,62,12.998,130,10
3,0,1,1,32.8,55,6.0032,141,11
3,0,1,1,32.8,59,12.998,165,12
