season,holiday,workingday,weather,temp,humidity,windspeed,count,days,hours
2,0,0,1,20.5,72,12.998,281,10,14
2,0,0,1,20.5,77,15.0013,297,10,15
2,0,0,2,21.32,72,11.0014,288,10,16
2,0,0,2,21.32,72,12.998,236,10,17
2,0,0,1,20.5,77,12.998,240,10,18
2,0,0,1,20.5,77,12.998,131,10,19
2,0,0,1,18.86,82,8.9981,92,10,20
2,0,0,1,18.04,88,12.998,95,10,21
2,0,0,1,18.04,94,16.9979,57,10,22
2,0,0,1,18.86,88,23.9994,32,10,23
2,0,1,1,19.68,88,22.0028,23,11,0
2,0,1,1,18.86,94,19.0012,4,11,1
2,0,1,1,18.86,94,19.0012,9,11,2
2,0,1,1,18.86,94,12.998,1,11,4
2,0,1,1,18.86,94,12.998,13,11,5
2,0,1,2,18.86,100,15.0013,61,11,6
2,0,1,2,20.5,88,15.0013,176,11,7
2,0,1,2,21.32,88,19.0012,314,11,8
2,0,1,2,22.96,83,19.0012,165,11,9
2,0,1,2,22.96,83,19.9995,96,11,10
2,0,1,2,24.6,73,19.9995,104,11,11
2,0,1,2,24.6,73,22.0028,134,11,12
2,0,1,2,26.24,69,27.9993,139,11,13
2,0,1,2,29.52,54,23.9994,145,11,14
2,0,1,1,30.34,48,35.0008,141,11,15
2,0,1,1,30.34,48,35.0008,235,11,16
2,0,1,1,30.34,48,35.0008,452,11,17
2,0,1,1,29.52,51,26.0027,383,11,18
2,0,1,1,29.52,51,30.0026,284,11,19
2,0,1,1,27.88,57,35.0008,166,11,20
2,0,1,1,27.06,61,16.9979,158,11,21
2,0,1,2,26.24,50,19.0012,91,11,22
2,0,1,3,23.78,60,0.0,54,11,23
2,0,1,2,25.42,50,7.0015,24,12,0
2,0,1,2,25.42,50,6.0032,13,12,1
2,0,1,2,24.6,53,8.9981,14,12,2
2,0,1,2,23.78,56,8.9981,1,12,3
2,0,1,2,22.96,64,8.9981,6,12,4
2,0,1,2,22.14,68,8.9981,16,12,5
2,0,1,2,22.14,68,19.0012,58,12,6
2,0,1,2,22.14,68,15.0013,189,12,7
2,0,1,3,19.68,88,26.0027,226,12,8
2,0,1,3,18.86,94,32.9975,54,12,9
2,0,1,3,20.5,82,27.9993,40,12,10
2,0,1,1,21.32,77,23.9994,49,12,11
2,0,1,2,22.96,64,31.0009,92,12,12
2,0,1,3,22.14,68,19.0012,106,12,13
2,0,1,2,20.5,82,19.0012,44,12,14
2,0,1,2,19.68,77,35.0008,78,12,15
2,0,1,2,19.68,77,26.0027,99,12,16
2,0,1,3,18.04,77,15.0013,291,12,17
2,0,1,3,18.04,77,15.0013,224,12,18
2,0,1,2,17.22,82,19.0012,130,12,19
2,0,1,2,17.22,82,19.0012,103,12,20
2,0,1,2,17.22,82,12.998,84,12,21
2,0,1,2,16.4,94,19.9995,54,12,22
2,0,1,2,16.4,94,16.9979,39,12,23
2,0,1,2,16.4,100,19.9995,15,13,0
2,0,1,2,16.4,100,19.9995,1,13,1
2,0,1,3,16.4,100,19.9995,2,13,2
2,0,1,3,16.4,94,22.0028,2,13,3
2,0,1,3,16.4,94,22.0028,3,13,4
2,0,1,3,15.58,94,16.9979,5,13,5
2,0,1,3,15.58,94,15.0013,34,13,6
2,0,1,3,14.76,100,15.0013,70,13,7
2,0,1,3,15.58,94,12.998,164,13,8
2,0,1,2,15.58,94,15.0013,65,13,9
2,0,1,2,16.4,87,12.998,46,13,10
2,0,1,2,17.22,82,12.998,61,13,11
2,0,1,3,17.22,82,16.9979,95,13,12
2,0,1,2,18.04,77,12.998,61,13,13
2,0,1,2,17.22,77,16.9979,106,13,14
2,0,1,2,18.04,72,19.0012,81,13,15
2,0,1,1,18.86,67,19.0012,142,13,16
2,0,1,1,18.86,67,19.9995,309,13,17
2,0,1,1,18.04,62,26.0027,321,13,18
2,0,1,1,18.04,62,16.9979,175,13,19
2,0,1,1,18.04,62,16.9979,126,13,20
2,0,1,1,17.22,67,11.0014,117,13,21
2,0,1,1,17.22,67,12.998,99,13,22
2,0,1,1,16.4,71,8.9981,62,13,23
2,0,1,1,15.58,76,8.9981,21,14,0
2,0,1,1,15.58,76,15.0013,10,14,1
2,0,1,1,14.76,76,8.9981,3,14,2
2,0,1,1,13.94,81,8.9981,2,14,3
2,0,1,1,13.94,76,0.0,9,14,4
2,0,1,1,13.94,76,6.0032,14,14,5
2,0,1,1,13.94,76,7.0015,70,14,6
2,0,1,1,15.58,66,0.0,193,14,7
2,0,1,1,17.22,58,11.0014,337,14,8
2,0,1,1,18.86,51,8.9981,170,14,9
2,0,1,1,20.5,51,12.998,89,14,10
2,0,1,1,21.32,45,11.0014,115,14,11
2,0,1,1,22.14,42,8.9981,145,14,12
2,0,1,1,22.96,37,15.0013,159,14,13
2,0,1,1,22.96,35,6.0032,137,14,14
2,0,1,1,24.6,31,6.0032,142,14,15
2,0,1,1,24.6,26,7.0015,202,14,16
2,0,1,1,24.6,28,0.0,388,14,17
2,0,1,1,22.96,30,0.0,337,14,18
2,0,1,1,22.14,32,0.0,259,14,19
2,0,1,1,20.5,51,12.998,169,14,20
2,0,1,1,18.86,63,8.9981,145,14,21
2,0,1,1,19.68,55,7.0015,104,14,22
2,0,1,1,18.86,59,7.0015,47,14,23
2,1,0,1,18.04,67,0.0,27,15,0
2,1,0,1,18.04,62,0.0,15,15,1
2,1,0,1,16.4,76,0.0,18,15,2
2,1,0,1,16.4,76,0.0,3,15,3
2,1,0,1,15.58,82,6.0032,3,15,4
2,1,0,1,14.76,81,7.0015,13,15,5
2,1,0,1,14.76,81,6.0032,47,15,6
2,1,0,1,16.4,71,11.0014,149,15,7
2,1,0,1,18.04,62,19.9995,300,15,8
2,1,0,1,20.5,55,12.998,178,15,9
2,1,0,1,20.5,55,12.998,122,15,10
2,1,0,1,21.32,55,12.998,136,15,11
2,1,0,1,21.32,55,19.0012,200,15,12
2,1,0,1,22.14,52,16.9979,180,15,13
2,1,0,1,22.14,52,16.9979,163,15,14
2,1,0,1,22.14,52,30.0026,162,15,15
2,1,0,1,21.32,55,32.9975,243,15,16
2,1,0,2,20.5,63,26.0027,331,15,17
2,1,0,2,18.86,67,26.0027,263,15,18
2,1,0,1,17.22,77,26.0027,209,15,19
2,1,0,2,16.4,76,22.0028,118,15,20
2,1,0,2,16.4,76,19.9995,102,15,21
2,1,0,2,15.58,82,26.0027,80,15,22
2,1,0,2,14.76,81,12.998,64,15,23
2,0,0,2,14.76,81,15.0013,43,16,0
2,0,0,2,14.76,87,19.0012,33,16,1
2,0,0,2,14.76,87,8.9981,24,16,2
2,0,0,2,14.76,87,11.0014,14,16,3
2,0,0,2,14.76,87,15.0013,5,16,4
2,0,0,2,15.58,87,19.0012,4,16,5
2,0,0,3,16.4,82,22.0028,10,16,6
2,0,0,2,16.4,82,27.9993,21,16,7
2,0,0,3,16.4,87,23.9994,45,16,8
2,0,0,3,16.4,100,19.9995,29,16,9
2,0,0,3,17.22,94,26.0027,22,16,10
2,0,0,3,17.22,94,30.0026,31,16,11
2,0,0,2,18.86,88,39.0007,32,16,12
2,0,0,3,18.86,94,35.0008,58,16,13
2,0,0,3,21.32,83,39.0007,63,16,14
2,0,0,3,21.32,83,39.0007,78,16,15
2,0,0,3,20.5,88,31.0009,33,16,16
2,0,0,3,20.5,88,39.0007,15,16,17
2,0,0,2,20.5,94,26.0027,38,16,18
2,0,0,2,21.32,94,27.9993,71,16,19
2,0,0,3,18.04,94,15.0013,53,16,20
2,0,0,2,18.04,94,0.0,14,16,21
2,0,0,3,17.22,100,0.0,24,16,22
2,0,0,2,18.04,77,19.0012,35,16,23
2,0,0,2,18.04,77,19.0012,33,17,0
2,0,0,1,17.22,67,15.0013,31,17,1
2,0,0,1,16.4,62,12.998,29,17,2
2,0,0,1,16.4,66,8.9981,25,17,3
2,0,0,1,14.76,76,7.0015,7,17,4
2,0,0,1,14.76,71,11.0014,3,17,5
2,0,0,1,14.76,66,30.0026,8,17,6
2,0,0,1,14.76,50,23.9994,16,17,7
2,0,0,1,15.58,46,26.0027,43,17,8
2,0,0,1,16.4,43,19.0012,102,17,9
2,0,0,1,17.22,44,30.0026,211,17,10
2,0,0,1,18.86,41,27.9993,304,17,11
2,0,0,1,18.86,38,26.0027,354,17,12
2,0,0,1,20.5,34,26.0027,343,17,13
2,0,0,1,21.32,34,26.0027,361,17,14
2,0,0,1,22.14,32,35.0008,388,17,15
2,0,0,1,22.14,30,23.9994,343,17,16
2,0,0,1,22.96,30,30.0026,306,17,17
2,0,0,1,22.96,30,26.0027,277,17,18
2,0,0,1,22.96,30,19.9995,210,17,19
2,0,0,1,21.32,36,12.998,141,17,20
2,0,0,1,20.5,42,12.998,83,17,21
2,0,0,1,20.5,39,7.0015,70,17,22
2,0,0,1,18.04,67,11.0014,56,17,23
2,0,1,1,18.86,47,6.0032,39,18,0
2,0,1,1,18.86,47,8.9981,19,18,1
2,0,1,1,17.22,67,7.0015,16,18,2
2,0,1,1,17.22,62,7.0015,7,18,3
2,0,1,1,16.4,87,11.0014,6,18,4
2,0,1,1,16.4,76,6.0032,16,18,5
2,0,1,1,16.4,82,0.0,54,18,6
2,0,1,1,18.86,63,0.0,168,18,7
2,0,1,1,18.86,63,0.0,297,18,8
2,0,1,2,20.5,55,7.0015,169,18,9
2,0,1,2,21.32,55,7.0015,109,18,10
2,0,1,2,22.14,52,6.0032,123,18,11
2,0,1,2,22.96,49,6.0032,184,18,12
2,0,1,2,22.96,49,11.0014,169,18,13
2,0,1,2,23.78,49,12.998,144,18,14
2,0,1,2,24.6,43,12.998,176,18,15
2,0,1,1,24.6,46,19.0012,205,18,16
2,0,1,1,23.78,49,19.0012,428,18,17
2,0,1,1,26.24,31,23.9994,362,18,18
2,0,1,1,22.96,46,16.9979,286,18,19
2,0,1,1,24.6,33,19.9995,165,18,20
2,0,1,1,22.96,37,19.0012,151,18,21
2,0,1,1,21.32,55,19.0012,90,18,22
2,0,1,1,20.5,59,16.9979,46,18,23
2,0,1,1,20.5,55,15.0013,25,19,0
2,0,1,1,18.86,63,15.0013,7,19,1
2,0,1,1,18.86,67,19.0012,13,19,2
2,0,1,1,19.68,63,15.0013,3,19,3
2,0,1,1,18.86,67,6.0032,5,19,4
2,0,1,2,18.86,72,12.998,18,19,5
2,0,1,2,19.68,67,0.0,65,19,6
2,0,1,2,21.32,55,0.0,188,19,7
2,0,1,2,20.5,68,8.9981,351,19,8
2,0,1,3,21.32,63,6.0032,162,19,9
2,0,1,2,20.5,72,15.0013,75,19,10
2,0,1,2,22.14,68,11.0014,72,19,11
2,0,1,2,22.14,64,6.0032,103,19,12
2,0,1,2,22.14,68,15.0013,129,19,13
2,0,1,2,22.14,64,12.998,107,19,14
2,0,1,2,22.14,65,11.0014,127,19,15
2,0,1,1,22.96,52,19.9995,192,19,16
2,0,1,1,22.96,60,7.0015,411,19,17
2,0,1,2,22.14,64,8.9981,421,19,18
2,0,1,2,20.5,72,12.998,276,19,19
2,0,1,2,20.5,72,15.0013,168,19,20
2,0,1,2,20.5,72,8.9981,122,19,21
2,0,1,1,19.68,77,6.0032,112,19,22
2,0,1,1,18.86,88,6.0032,52,19,23
2,0,0,1,17.22,67,6.0032,96,1,0
2,0,0,1,17.22,69,7.0015,59,1,1
2,0,0,1,17.22,77,7.0015,50,1,2
2,0,0,1,16.4,82,7.0015,23,1,3
2,0,0,1,16.4,76,7.0015,17,1,4
2,0,0,1,16.4,82,6.0032,10,1,5
2,0,0,2,16.4,82,6.0032,13,1,6
2,0,0,2,17.22,77,6.0032,33,1,7
2,0,0,2,18.04,77,8.9981,59,1,8
2,0,0,2,18.86,72,8.9981,141,1,9
2,0,0,2,19.68,63,12.998,264,1,10
2,0,0,1,18.86,82,7.0015,250,1,11
2,0,0,2,19.68,77,7.0015,281,1,12
2,0,0,2,20.5,63,11.0014,332,1,13
2,0,0,2,20.5,68,7.0015,238,1,14
2,0,0,2,20.5,72,0.0,266,1,15
2,0,0,2,20.5,72,12.998,214,1,16
2,0,0,2,19.68,82,16.9979,196,1,17
2,0,0,2,18.86,82,6.0032,159,1,18
2,0,0,2,18.86,84,7.0015,178,1,19
2,0,0,2,18.86,82,0.0,121,1,20
2,0,0,2,18.86,82,0.0,105,1,21
2,0,0,2,18.86,82,0.0,100,1,22
2,0,0,1,18.86,77,12.998,146,1,23
2,0,1,1,18.86,72,8.9981,177,2,0
2,0,1,1,18.86,72,8.9981,114,2,1
2,0,1,2,18.04,77,15.0013,35,2,2
2,0,1,1,18.04,77,8.9981,16,2,3
2,0,1,1,18.04,77,11.0014,17,2,4
2,0,1,2,18.04,77,8.9981,20,2,5
2,0,1,1,18.04,88,7.0015,62,2,6
2,0,1,2,18.86,82,22.0028,209,2,7
2,0,1,2,19.68,77,15.0013,371,2,8
2,0,1,2,20.5,77,19.0012,172,2,9
2,0,1,2,22.14,77,15.0013,108,2,10
2,0,1,1,23.78,73,19.9995,130,2,11
2,0,1,1,25.42,69,15.0013,187,2,12
2,0,1,2,25.42,69,12.998,170,2,13
2,0,1,1,26.24,69,15.0013,181,2,14
2,0,1,1,27.06,61,12.998,155,2,15
2,0,1,1,27.06,61,15.0013,269,2,16
2,0,1,1,27.06,65,12.998,537,2,17
2,0,1,2,26.24,65,12.998,518,2,18
2,0,1,2,25.42,69,8.9981,314,2,19
2,0,1,2,25.42,69,8.9981,218,2,20
2,0,1,2,24.6,73,7.0015,232,2,21
2,0,1,2,24.6,73,0.0,125,2,22
2,0,1,2,22.96,83,12.998,64,2,23
2,0,1,2,22.96,83,15.0013,16,3,0
2,0,1,2,22.96,78,16.9979,14,3,1
2,0,1,2,22.96,78,16.9979,5,3,2
2,0,1,1,22.14,83,19.0012,2,3,3
2,0,1,1,21.32,88,15.0013,4,3,4
2,0,1,1,21.32,88,8.9981,14,3,5
2,0,1,2,21.32,94,11.0014,109,3,6
2,0,1,2,22.14,88,15.0013,265,3,7
2,0,1,2,22.96,83,19.0012,459,3,8
2,0,1,2,24.6,78,23.9994,186,3,9
2,0,1,2,26.24,69,23.9994,127,3,10
2,0,1,2,27.06,65,22.0028,140,3,11
2,0,1,2,27.88,61,32.9975,217,3,12
2,0,1,2,28.7,58,40.9973,194,3,13
2,0,1,2,28.7,58,35.0008,158,3,14
2,0,1,2,28.7,58,30.0026,154,3,15
2,0,1,1,29.52,54,31.0009,271,3,16
2,0,1,1,28.7,54,31.0009,517,3,17
2,0,1,1,28.7,48,27.9993,544,3,18
2,0,1,1,27.88,57,23.9994,365,3,19
2,0,1,1,27.06,61,12.998,290,3,20
2,0,1,2,26.24,61,30.0026,225,3,21
2,0,1,2,23.78,60,26.0027,113,3,22
2,0,1,2,22.96,68,22.0028,62,3,23
2,0,1,3,21.32,77,11.0014,27,4,0
2,0,1,3,20.5,82,19.0012,7,4,1
2,0,1,3,20.5,82,19.0012,4,4,2
2,0,1,3,17.22,88,35.0008,1,4,3
2,0,1,3,15.58,94,22.0028,3,4,4
2,0,1,3,14.76,87,22.0028,9,4,5
2,0,1,3,13.94,93,26.0027,21,4,6
2,0,1,3,13.94,93,23.9994,52,4,7
2,0,1,3,13.94,93,26.0027,79,4,8
2,0,1,3,13.94,93,23.9994,40,4,9
2,0,1,2,13.94,93,19.0012,31,4,10
2,0,1,1,16.4,82,22.0028,72,4,11
2,0,1,2,18.04,62,23.9994,124,4,12
2,0,1,2,18.86,59,30.0026,143,4,13
2,0,1,1,20.5,51,26.0027,107,4,14
2,0,1,1,19.68,51,27.9993,129,4,15
2,0,1,1,20.5,45,31.0009,195,4,16
2,0,1,1,16.4,71,16.9979,410,4,17
2,0,1,1,17.22,67,16.9979,396,4,18
2,0,1,1,17.22,58,23.9994,296,4,19
2,0,1,1,16.4,62,22.0028,191,4,20
2,0,1,1,16.4,62,11.0014,150,4,21
2,0,1,1,15.58,62,15.0013,89,4,22
2,0,1,1,14.76,62,15.0013,57,4,23
2,0,1,1,14.76,66,12.998,27,5,0
2,0,1,1,13.94,71,12.998,10,5,1
2,0,1,1,13.94,66,15.0013,5,5,2
2,0,1,1,13.94,66,16.9979,4,5,3
2,0,1,1,13.94,66,16.9979,7,5,4
2,0,1,1,13.94,66,16.9979,30,5,5
2,0,1,1,13.94,66,16.9979,89,5,6
2,0,1,1,15.58,58,16.9979,271,5,7
2,0,1,1,17.22,50,16.9979,440,5,8
2,0,1,1,18.86,44,19.0012,184,5,9
2,0,1,1,20.5,39,19.0012,128,5,10
2,0,1,1,21.32,36,30.0026,148,5,11
2,0,1,1,21.32,34,23.9994,196,5,12
2,0,1,1,22.14,30,39.0007,192,5,13
2,0,1,1,22.14,28,30.0026,154,5,14
2,0,1,1,22.96,26,32.9975,147,5,15
2,0,1,1,23.78,24,27.9993,269,5,16
2,0,1,1,22.96,26,26.0027,533,5,17
2,0,1,1,22.96,26,19.0012,520,5,18
2,0,1,1,22.14,28,15.0013,361,5,19
2,0,1,1,20.5,34,11.0014,258,5,20
2,0,1,1,20.5,36,12.998,180,5,21
2,0,1,1,19.68,39,12.998,165,5,22
2,0,1,1,18.86,41,12.998,115,5,23
2,0,1,1,18.04,44,11.0014,56,6,0
2,0,1,1,16.4,62,11.0014,32,6,1
2,0,1,1,15.58,62,7.0015,16,6,2
2,0,1,1,14.76,71,7.0015,9,6,3
2,0,1,1,14.76,71,7.0015,1,6,4
2,0,1,1,13.94,81,7.0015,16,6,5
2,0,1,1,14.76,81,6.0032,82,6,6
2,0,1,1,16.4,82,0.0,222,6,7
2,0,1,1,17.22,77,16.9979,450,6,8
2,0,1,1,18.86,67,19.0012,188,6,9
2,0,1,2,22.14,49,22.0028,127,6,10
2,0,1,2,22.14,49,22.0028,165,6,11
2,0,1,1,22.96,49,23.9994,246,6,12
2,0,1,1,23.78,40,22.0028,253,6,13
2,0,1,1,24.6,40,30.0026,213,6,14
2,0,1,1,24.6,38,26.0027,260,6,15
2,0,1,1,24.6,40,16.9979,344,6,16
2,0,1,1,23.78,40,23.9994,553,6,17
2,0,1,3,22.14,52,23.9994,470,6,18
2,0,1,3,22.14,52,23.9994,292,6,19
2,0,1,1,21.32,48,7.0015,190,6,20
2,0,1,1,19.68,67,8.9981,152,6,21
2,0,1,1,18.86,72,15.0013,151,6,22
2,0,1,1,18.04,82,8.9981,120,6,23
2,0,0,1,17.22,82,8.9981,86,7,0
2,0,0,1,17.22,82,7.0015,58,7,1
2,0,0,1,17.22,82,6.0032,52,7,2
2,0,0,1,17.22,77,6.0032,18,7,3
2,0,0,1,16.4,82,7.0015,5,7,4
2,0,0,1,18.86,59,8.9981,7,7,5
2,0,0,1,17.22,77,6.0032,13,7,6
2,0,0,1,19.68,59,0.0,40,7,7
2,0,0,1,21.32,52,12.998,115,7,8
2,0,0,1,22.14,49,19.0012,218,7,9
2,0,0,1,22.96,49,19.9995,298,7,10
2,0,0,1,22.96,43,0.0,347,7,11
2,0,0,1,24.6,40,12.998,373,7,12
2,0,0,1,24.6,35,19.0012,436,7,13
2,0,0,3,24.6,35,11.0014,378,7,14
2,0,0,1,24.6,38,16.9979,378,7,15
2,0,0,1,24.6,38,12.998,342,7,16
2,0,0,1,23.78,40,15.0013,354,7,17
2,0,0,1,23.78,37,11.0014,289,7,18
2,0,0,1,22.96,43,12.998,267,7,19
2,0,0,1,22.96,43,8.9981,219,7,20
2,0,0,1,22.14,49,15.0013,182,7,21
2,0,0,1,22.14,49,12.998,120,7,22
2,0,0,1,20.5,59,7.0015,119,7,23
2,0,0,2,20.5,59,7.0015,100,8,0
2,0,0,2,21.32,55,0.0,64,8,1
2,0,0,1,19.68,63,0.0,59,8,2
2,0,0,1,18.86,72,6.0032,31,8,3
2,0,0,1,17.22,82,0.0,10,8,4
2,0,0,2,18.04,77,0.0,5,8,5
2,0,0,2,18.04,82,0.0,6,8,6
2,0,0,2,18.86,82,0.0,23,8,7
2,0,0,1,21.32,63,8.9981,86,8,8
2,0,0,1,22.96,52,15.0013,160,8,9
2,0,0,1,23.78,49,8.9981,244,8,10
2,0,0,1,23.78,49,6.0032,340,8,11
2,0,0,1,24.6,46,6.0032,382,8,12
2,0,0,1,24.6,49,8.9981,390,8,13
2,0,0,1,24.6,49,0.0,366,8,14
2,0,0,1,24.6,49,0.0,358,8,15
2,0,0,1,24.6,46,7.0015,385,8,16
2,0,0,3,23.78,49,19.0012,351,8,17
2,0,0,1,23.78,49,0.0,268,8,18
2,0,0,1,22.96,64,0.0,239,8,19
2,0,0,1,21.32,77,8.9981,174,8,20
2,0,0,1,21.32,77,6.0032,127,8,21
2,0,0,1,20.5,88,6.0032,115,8,22
2,0,0,1,18.86,88,6.0032,50,8,23
2,0,1,1,18.86,82,6.0032,53,9,0
2,0,1,1,18.04,88,0.0,33,9,1
2,0,1,1,18.04,94,0.0,8,9,2
2,0,1,1,18.86,82,6.0032,7,9,3
2,0,1,1,17.22,82,11.0014,4,9,4
2,0,1,1,17.22,77,11.0014,23,9,5
2,0,1,1,18.04,72,16.9979,89,9,6
2,0,1,1,19.68,63,16.9979,237,9,7
2,0,1,1,21.32,55,15.0013,374,9,8
2,0,1,1,22.14,56,11.0014,178,9,9
2,0,1,1,22.96,52,12.998,119,9,10
2,0,1,1,24.6,46,15.0013,125,9,11
2,0,1,1,24.6,43,12.998,195,9,12
2,0,1,1,25.42,38,19.0012,174,9,13
2,0,1,1,25.42,41,15.0013,162,9,14
2,0,1,1,25.42,41,15.0013,199,9,15
2,0,1,1,26.24,38,15.0013,304,9,16
2,0,1,1,25.42,38,16.9979,598,9,17
2,0,1,1,25.42,38,19.9995,524,9,18
2,0,1,1,23.78,43,12.998,384,9,19
2,0,1,1,22.14,49,12.998,239,9,20
2,0,1,1,21.32,59,8.9981,156,9,21
2,0,1,1,21.32,68,6.0032,116,9,22
2,0,1,1,20.5,68,6.0032,61,9,23
2,0,1,1,19.68,63,0.0,18,10,0
2,0,1,1,18.86,59,6.0032,15,10,1
2,0,1,1,18.04,58,8.9981,5,10,2
2,0,1,1,18.04,54,12.998,4,10,3
2,0,1,1,17.22,62,16.9979,2,10,4
2,0,1,1,16.4,66,15.0013,29,10,5
2,0,1,1,17.22,67,8.9981,112,10,6
2,0,1,2,18.04,62,8.9981,314,10,7
2,0,1,2,20.5,51,7.0015,425,10,8
2,0,1,2,21.32,48,7.0015,205,10,9
2,0,1,2,22.96,37,6.0032,127,10,10
2,0,1,2,22.96,43,8.9981,125,10,11
2,0,1,2,24.6,38,0.0,217,10,12
2,0,1,2,25.42,38,16.9979,202,10,13
2,0,1,2,25.42,33,0.0,176,10,14
2,0,1,2,26.24,33,6.0032,180,10,15
2,0,1,1,27.06,31,7.0015,327,10,16
2,0,1,1,26.24,33,0.0,611,10,17
2,0,1,1,26.24,29,8.9981,550,10,18
2,0,1,1,24.6,43,15.0013,434,10,19
2,0,1,1,22.14,60,8.9981,291,10,20
2,0,1,1,22.14,52,0.0,203,10,21
2,0,1,1,21.32,55,7.0015,150,10,22
2,0,1,2,21.32,59,8.9981,81,10,23
2,0,1,2,21.32,55,8.9981,38,11,0
2,0,1,2,20.5,59,7.0015,20,11,1
2,0,1,1,21.32,59,0.0,10,11,2
2,0,1,1,20.5,63,15.0013,3,11,3
2,0,1,2,19.68,88,8.9981,2,11,4
2,0,1,1,18.86,88,8.9981,20,11,5
2,0,1,1,18.86,82,8.9981,99,11,6
2,0,1,1,19.68,72,12.998,318,11,7
2,0,1,1,19.68,77,16.9979,442,11,8
2,0,1,1,21.32,72,8.9981,203,11,9
2,0,1,1,22.14,68,6.0032,154,11,10
2,0,1,1,22.96,64,6.0032,141,11,11
2,0,1,1,24.6,56,0.0,226,11,12
2,0,1,1,25.42,50,0.0,193,11,13
2,0,1,1,25.42,53,6.0032,177,11,14
2,0,1,1,26.24,41,0.0,179,11,15
2,0,1,1,27.06,39,0.0,289,11,16
2,0,1,1,26.24,47,7.0015,259,11,17
2,0,1,1,25.42,50,19.9995,274,11,18
2,0,1,1,22.96,52,8.9981,401,11,19
2,0,1,1,22.14,64,8.9981,273,11,20
2,0,1,1,22.14,60,0.0,234,11,21
2,0,1,1,20.5,72,16.9979,146,11,22
2,0,1,1,18.86,88,16.9979,81,11,23
2,0,1,2,18.86,88,15.0013,44,12,0
2,0,1,1,18.86,88,15.0013,17,12,1
2,0,1,1,18.04,94,12.998,15,12,2
2,0,1,1,18.04,88,8.9981,5,12,3
2,0,1,1,17.22,94,0.0,6,12,4
2,0,1,1,17.22,94,8.9981,29,12,5
2,0,1,1,18.04,88,0.0,112,12,6
2,0,1,1,18.86,88,8.9981,297,12,7
2,0,1,1,19.68,82,12.998,421,12,8
2,0,1,2,20.5,77,19.0012,212,12,9
2,0,1,2,22.14,68,15.0013,147,12,10
2,0,1,1,23.78,60,15.0013,179,12,11
2,0,1,1,23.78,60,15.0013,207,12,12
2,0,1,2,25.42,57,19.9995,218,12,13
2,0,1,2,25.42,61,15.0013,191,12,14
2,0,1,2,26.24,53,16.9979,217,12,15
2,0,1,2,26.24,57,16.9979,288,12,16
2,0,1,2,26.24,57,12.998,594,12,17
2,0,1,1,25.42,69,15.0013,527,12,18
2,0,1,2,24.6,64,12.998,364,12,19
2,0,1,1,24.6,64,12.998,276,12,20
2,0,1,1,22.96,83,8.9981,223,12,21
2,0,1,1,22.14,83,12.998,172,12,22
2,0,1,2,22.14,77,12.998,103,12,23
2,0,1,2,21.32,83,11.0014,52,13,0
2,0,1,1,21.32,83,11.0014,20,13,1
2,0,1,2,20.5,88,8.9981,11,13,2
2,0,1,2,20.5,88,8.9981,4,13,3
2,0,1,3,20.5,88,11.0014,5,13,4
2,0,1,2,20.5,88,12.998,25,13,5
2,0,1,3,20.5,88,8.9981,82,13,6
2,0,1,3,20.5,88,11.0014,157,13,7
2,0,1,2,20.5,88,12.998,387,13,8
2,0,1,2,20.5,88,12.998,233,13,9
2,0,1,2,21.32,83,8.9981,130,13,10
2,0,1,2,21.32,83,11.0014,146,13,11
2,0,1,2,21.32,88,12.998,223,13,12
2,0,1,2,21.32,88,26.0027,226,13,13
2,0,1,2,21.32,87,19.0012,190,13,14
2,0,1,2,21.32,88,11.0014,198,13,15
2,0,1,2,21.32,88,8.9981,300,13,16
2,0,1,3,21.32,88,11.0014,491,13,17
2,0,1,3,21.32,88,11.0014,398,13,18
2,0,1,2,21.32,83,12.998,270,13,19
2,0,1,2,21.32,83,8.9981,152,13,20
2,0,1,2,21.32,84,11.0014,154,13,21
2,0,1,2,21.32,83,15.0013,132,13,22
2,0,1,3,20.5,88,11.0014,119,13,23
2,0,0,2,20.5,88,8.9981,102,14,0
2,0,0,2,20.5,88,8.9981,82,14,1
2,0,0,2,20.5,88,8.9981,52,14,2
2,0,0,2,20.5,88,8.9981,35,14,3
2,0,0,2,20.5,82,11.0014,5,14,4
2,0,0,2,20.5,82,7.0015,14,14,5
2,0,0,2,20.5,88,7.0015,11,14,6
2,0,0,3,19.68,100,0.0,32,14,7
2,0,0,3,20.5,94,0.0,88,14,8
2,0,0,2,21.32,94,6.0032,100,14,9
2,0,0,2,21.32,94,11.0014,167,14,10
2,0,0,2,21.32,94,8.9981,279,14,11
2,0,0,3,21.32,100,6.0032,279,14,12
2,0,0,3,21.32,100,6.0032,248,14,13
2,0,0,2,22.14,94,8.9981,216,14,14
2,0,0,2,22.14,94,11.0014,294,14,15
2,0,0,2,22.14,94,12.998,295,14,16
2,0,0,2,22.96,88,12.998,272,14,17
2,0,0,2,22.96,88,15.0013,304,14,18
2,0,0,3,22.14,94,8.9981,248,14,19
2,0,0,3,22.14,94,8.9981,157,14,20
2,0,0,3,22.14,94,15.0013,59,14,21
2,0,0,3,22.14,94,11.0014,26,14,22
2,0,0,3,21.32,100,12.998,44,14,23
2,0,0,2,21.32,100,0.0,39,15,0
2,0,0,2,21.32,100,7.0015,47,15,1
