datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,heure,month,year
2011-04-13 10:00:00,2,0,1,2,16.4,87,12.998,46,10,4,2011
2011-04-13 11:00:00,2,0,1,2,17.22,82,12.998,61,11,4,2011
2011-04-13 12:00:00,2,0,1,3,17.22,82,16.9979,95,12,4,2011
2011-04-13 13:00:00,2,0,1,2,18.04,77,12.998,61,13,4,2011
2011-04-13 14:00:00,2,0,1,2,17.22,77,16.9979,106,14,4,2011
2011-04-13 15:00:00,2,0,1,2,18.04,72,19.0012,81,15,4,2011
2011-04-13 16:00:00,2,0,1,1,18.86,67,19.0012,142,16,4,2011
2011-04-13 17:00:00,2,0,1,1,18.86,67,19.9995,309,17,4,2011
2011-04-13 18:00:00,2,0,1,1,18.04,62,26.0027,321,18,4,2011
2011-04-13 19:00:00,2,0,1,1,18.04,62,16.9979,175,19,4,2011
2011-04-13 20:00:00,2,0,1,1,18.04,62,16.9979,126,20,4,2011
2011-04-13 21:00:00,2,0,1,1,17.22,67,11.0014,117,21,4,2011
2011-04-13 22:00:00,2,0,1,1,17.22,67,12.998,99,22,4,2011
2011-04-13 23:00:00,2,0,1,1,16.4,71,8.9981,62,23,4,2011
2011-04-14 00:00:00,2,0,1,1,15.58,76,8.9981,21,0,4,2011
2011-04-14 01:00:00,2,0,1,1,15.58,76,15.0013,10,1,4,2011
2011-04-14 02:00:00,2,0,1,1,14.76,76,8.9981,3,2,4,2011
2011-04-14 03:00:00,2,0,1,1,13.94,81,8.9981,2,3,4,2011
2011-04-14 04:00:00,2,0,1,1,13.94,76,0.0,9,4,4,2011
2011-04-14 05:00:00,2,0,1,1,13.94,76,6.0032,14,5,4,2011
2011-04-14 06:00:00,2,0,1,1,13.94,76,7.0015,70,6,4,2011
2011-04-14 07:00:00,2,0,1,1,15.58,66,0.0,193,7,4,2011
2011-04-14 08:00:00,2,0,1,1,17.22,58,11.0014,337,8,4,2011
2011-04-14 09:00:00,2,0,1,1,18.86,51,8.9981,170,9,4,2011
2011-04-14 10:00:00,2,0,1,1,20.5,51,12.998,89,10,4,2011
2011-04-14 11:00:00,2,0,1,1,21.32,45,11.0014,115,11,4,2011
2011-04-14 12:00:00,2,0,1,1,22.14,42,8.9981,145,12,4,2011
2011-04-14 13:00:00,2,0,1,1,22.96,37,15.0013,159,13,4,2011
2011-04-14 14:00:00,2,0,1,1,22.96,35,6.0032,137,14,4,2011
2011-04-14 15:00:00,2,0,1,1,24.6,31,6.0032,142,15,4,2011
2011-04-14 16:00:00,2,0,1,1,24.6,26,7.0015,202,16,4,2011
2011-04-14 17:00:00,2,0,1,1,24.6,28,0.0,388,17,4,2011
2011-04-14 18:00:00,2,0,1,1,22.96,30,0.0,337,18,4,2011
2011-04-14 19:00:00,2,0,1,1,22.14,32,0.0,259,19,4,2011
2011-04-14 20:00:00,2,0,1,1,20.5,51,12.998,169,20,4,2011
2011-04-14 21:00:00,2,0,1,1,18.86,63,8.9981,145,21,4,2011
2011-04-14 22:00:00,2,0,1,1,19.68,55,7.0015,104,22,4,2011
2011-04-14 23:00:00,2,0,1,1,18.86,59,7.0015,47,23,4,2011
2011-04-15 00:00:00,2,1,0,1,18.04,67,0.0,27,0,4,2011
2011-04-15 01:00:00,2,1,0,1,18.04,62,0.0,15,1,4,2011
2011-04-15 02:00:00,2,1,0,1,16.4,76,0.0,18,2,4,2011
2011-04-15 03:00:00,2,1,0,1,16.4,76,0.0,3,3,4,2011
2011-04-15 04:00:00,2,1,0,1,15.58,82,6.0032,3,4,4,2011
2011-04-15 05:00:00,2,1,0,1,14.76,81,7.0015,13,5,4,2011
2011-04-15 06:00:00,2,1,0,1,14.76,81,6.0032,47,6,4,2011
2011-04-15 07:00:00,2,1,0,1,16.4,71,11.0014,149,7,4,2011
2011-04-15 08:00:00,2,1,0,1,18.04,62,19.9995,300,8,4,2011
2011-04-15 09:00:00,2,1,0,1,20.5,55,12.998,178,9,4,2011
2011-04-15 10:00:00,2,1,0,1,20.5,55,12.998,122,10,4,2011
2011-04-15 11:00:00,2,1,0,1,21.32,55,12.998,136,11,4,2011
2011-04-15 12:00:00,2,1,0,1,21.32,55,19.0012,200,12,4,2011
2011-04-15 13:00:00,2,1,0,1,22.14,52,16.9979,180,13,4,2011
2011-04-15 14:00:00,2,1,0,1,22.14,52,16.9979,163,14,4,2011
2011-04-15 15:00:00,2,1,0,1,22.14,52,30.0026,162,15,4,2011
2011-04-15 16:00:00,2,1,0,1,21.32,55,32.9975,243,16,4,2011
2011-04-15 17:00:00,2,1,0,2,20.5,63,26.0027,331,17,4,2011
2011-04-15 18:00:00,2,1,0,2,18.86,67,26.0027,263,18,4,2011
2011-04-15 19:00:00,2,1,0,1,17.22,77,26.0027,209,19,4,2011
2011-04-15 20:00:00,2,1,0,2,16.4,76,22.0028,118,20,4,2011
2011-04-15 21:00:00,2,1,0,2,16.4,76,19.9995,102,21,4,2011
2011-04-15 22:00:00,2,1,0,2,15.58,82,26.0027,80,22,4,2011
2011-04-15 23:00:00,2,1,0,2,14.76,81,12.998,64,23,4,2011
2011-04-16 00:00:00,2,0,0,2,14.76,81,15.0013,43,0,4,2011
2011-04-16 01:00:00,2,0,0,2,14.76,87,19.0012,33,1,4,2011
2011-04-16 02:00:00,2,0,0,2,14.76,87,8.9981,24,2,4,2011
2011-04-16 03:00:00,2,0,0,2,14.76,87,11.0014,14,3,4,2011
2011-04-16 04:00:00,2,0,0,2,14.76,87,15.0013,5,4,4,2011
2011-04-16 05:00:00,2,0,0,2,15.58,87,19.0012,4,5,4,2011
2011-04-16 06:00:00,2,0,0,3,16.4,82,22.0028,10,6,4,2011
2011-04-16 07:00:00,2,0,0,2,16.4,82,27.9993,21,7,4,2011
2011-04-16 08:00:00,2,0,0,3,16.4,87,23.9994,45,8,4,2011
2011-04-16 09:00:00,2,0,0,3,16.4,100,19.9995,29,9,4,2011
2011-04-16 10:00:00,2,0,0,3,17.22,94,26.0027,22,10,4,2011
2011-04-16 11:00:00,2,0,0,3,17.22,94,30.0026,31,11,4,2011
2011-04-16 12:00:00,2,0,0,2,18.86,88,39.0007,32,12,4,2011
2011-04-16 13:00:00,2,0,0,3,18.86,94,35.0008,58,13,4,2011
2011-04-16 14:00:00,2,0,0,3,21.32,83,39.0007,63,14,4,2011
2011-04-16 15:00:00,2,0,0,3,21.32,83,39.0007,78,15,4,2011
2011-04-16 16:00:00,2,0,0,3,20.5,88,31.0009,33,16,4,2011
2011-04-16 17:00:00,2,0,0,3,20.5,88,39.0007,15,17,4,2011
2011-04-16 18:00:00,2,0,0,2,20.5,94,26.0027,38,18,4,2011
2011-04-16 19:00:00,2,0,0,2,21.32,94,27.9993,71,19,4,2011
2011-04-16 20:00:00,2,0,0,3,18.04,94,15.0013,53,20,4,2011
2011-04-16 21:00:00,2,0,0,2,18.04,94,0.0,14,21,4,2011
2011-04-16 22:00:00,2,0,0,3,17.22,100,0.0,24,22,4,2011
2011-04-16 23:00:00,2,0,0,2,18.04,77,19.0012,35,23,4,2011
2011-04-17 00:00:00,2,0,0,2,18.04,77,19.0012,33,0,4,2011
2011-04-17 01:00:00,2,0,0,1,17.22,67,15.0013,31,1,4,2011
2011-04-17 02:00:00,2,0,0,1,16.4,62,12.998,29,2,4,2011
2011-04-17 03:00:00,2,0,0,1,16.4,66,8.9981,25,3,4,2011
2011-04-17 04:00:00,2,0,0,1,14.76,76,7.0015,7,4,4,2011
2011-04-17 05:00:00,2,0,0,1,14.76,71,11.0014,3,5,4,2011
2011-04-17 06:00:00,2,0,0,1,14.76,66,30.0026,8,6,4,2011
2011-04-17 07:00:00,2,0,0,1,14.76,50,23.9994,16,7,4,2011
2011-04-17 08:00:00,2,0,0,1,15.58,46,26.0027,43,8,4,2011
2011-04-17 09:00:00,2,0,0,1,16.4,43,19.0012,102,9,4,2011
2011-04-17 10:00:00,2,0,0,1,17.22,44,30.0026,211,10,4,2011
2011-04-17 11:00:00,2,0,0,1,18.86,41,27.9993,304,11,4,2011
2011-04-17 12:00:00,2,0,0,1,18.86,38,26.0027,354,12,4,2011
2011-04-17 13:00:00,2,0,0,1,20.5,34,26.0027,343,13,4,2011
2011-04-17 14:00:00,2,0,0,1,21.32,34,26.0027,361,14,4,2011
2011-04-17 15:00:00,2,0,0,1,22.14,32,35.0008,388,15,4,2011
2011-04-17 16:00:00,2,0,0,1,22.14,30,23.9994,343,16,4,2011
2011-04-17 17:00:00,2,0,0,1,22.96,30,30.0026,306,17,4,2011
2011-04-17 18:00:00,2,0,0,1,22.96,30,26.0027,277,18,4,2011
2011-04-17 19:00:00,2,0,0,1,22.96,30,19.9995,210,19,4,2011
2011-04-17 20:00:00,2,0,0,1,21.32,36,12.998,141,20,4,2011
2011-04-17 21:00:00,2,0,0,1,20.5,42,12.998,83,21,4,2011
2011-04-17 22:00:00,2,0,0,1,20.5,39,7.0015,70,22,4,2011
2011-04-17 23:00:00,2,0,0,1,18.04,67,11.0014,56,23,4,2011
2011-04-18 00:00:00,2,0,1,1,18.86,47,6.0032,39,0,4,2011
2011-04-18 01:00:00,2,0,1,1,18.86,47,8.9981,19,1,4,2011
2011-04-18 02:00:00,2,0,1,1,17.22,67,7.0015,16,2,4,2011
2011-04-18 03:00:00,2,0,1,1,17.22,62,7.0015,7,3,4,2011
2011-04-18 04:00:00,2,0,1,1,16.4,87,11.0014,6,4,4,2011
2011-04-18 05:00:00,2,0,1,1,16.4,76,6.0032,16,5,4,2011
2011-04-18 06:00:00,2,0,1,1,16.4,82,0.0,54,6,4,2011
2011-04-18 07:00:00,2,0,1,1,18.86,63,0.0,168,7,4,2011
2011-04-18 08:00:00,2,0,1,1,18.86,63,0.0,297,8,4,2011
2011-04-18 09:00:00,2,0,1,2,20.5,55,7.0015,169,9,4,2011
2011-04-18 10:00:00,2,0,1,2,21.32,55,7.0015,109,10,4,2011
2011-04-18 11:00:00,2,0,1,2,22.14,52,6.0032,123,11,4,2011
2011-04-18 12:00:00,2,0,1,2,22.96,49,6.0032,184,12,4,2011
2011-04-18 13:00:00,2,0,1,2,22.96,49,11.0014,169,13,4,2011
2011-04-18 14:00:00,2,0,1,2,23.78,49,12.998,144,14,4,2011
2011-04-18 15:00:00,2,0,1,2,24.6,43,12.998,176,15,4,2011
2011-04-18 16:00:00,2,0,1,1,24.6,46,19.0012,205,16,4,2011
2011-04-18 17:00:00,2,0,1,1,23.78,49,19.0012,428,17,4,2011
2011-04-18 18:00:00,2,0,1,1,26.24,31,23.9994,362,18,4,2011
2011-04-18 19:00:00,2,0,1,1,22.96,46,16.9979,286,19,4,2011
2011-04-18 20:00:00,2,0,1,1,24.6,33,19.9995,165,20,4,2011
2011-04-18 21:00:00,2,0,1,1,22.96,37,19.0012,151,21,4,2011
2011-04-18 22:00:00,2,0,1,1,21.32,55,19.0012,90,22,4,2011
2011-04-18 23:00:00,2,0,1,1,20.5,59,16.9979,46,23,4,2011
2011-04-19 00:00:00,2,0,1,1,20.5,55,15.0013,25,0,4,2011
2011-04-19 01:00:00,2,0,1,1,18.86,63,15.0013,7,1,4,2011
2011-04-19 02:00:00,2,0,1,1,18.86,67,19.0012,13,2,4,2011
2011-04-19 03:00:00,2,0,1,1,19.68,63,15.0013,3,3,4,2011
2011-04-19 04:00:00,2,0,1,1,18.86,67,6.0032,5,4,4,2011
2011-04-19 05:00:00,2,0,1,2,18.86,72,12.998,18,5,4,2011
2011-04-19 06:00:00,2,0,1,2,19.68,67,0.0,65,6,4,2011
2011-04-19 07:00:00,2,0,1,2,21.32,55,0.0,188,7,4,2011
2011-04-19 08:00:00,2,0,1,2,20.5,68,8.9981,351,8,4,2011
2011-04-19 09:00:00,2,0,1,3,21.32,63,6.0032,162,9,4,2011
2011-04-19 10:00:00,2,0,1,2,20.5,72,15.0013,75,10,4,2011
2011-04-19 11:00:00,2,0,1,2,22.14,68,11.0014,72,11,4,2011
2011-04-19 12:00:00,2,0,1,2,22.14,64,6.0032,103,12,4,2011
2011-04-19 13:00:00,2,0,1,2,22.14,68,15.0013,129,13,4,2011
2011-04-19 14:00:00,2,0,1,2,22.14,64,12.998,107,14,4,2011
2011-04-19 15:00:00,2,0,1,2,22.14,65,11.0014,127,15,4,2011
2011-04-19 16:00:00,2,0,1,1,22.96,52,19.9995,192,16,4,2011
2011-04-19 17:00:00,2,0,1,1,22.96,60,7.0015,411,17,4,2011
2011-04-19 18:00:00,2,0,1,2,22.14,64,8.9981,421,18,4,2011
2011-04-19 19:00:00,2,0,1,2,20.5,72,12.998,276,19,4,2011
2011-04-19 20:00:00,2,0,1,2,20.5,72,15.0013,168,20,4,2011
2011-04-19 21:00:00,2,0,1,2,20.5,72,8.9981,122,21,4,2011
2011-04-19 22:00:00,2,0,1,1,19.68,77,6.0032,112,22,4,2011
2011-04-19 23:00:00,2,0,1,1,18.86,88,6.0032,52,23,4,2011
2011-05-01 00:00:00,2,0,0,1,17.22,67,6.0032,96,0,5,2011
2011-05-01 01:00:00,2,0,0,1,17.22,69,7.0015,59,1,5,2011
2011-05-01 02:00:00,2,0,0,1,17.22,77,7.0015,50,2,5,2011
2011-05-01 03:00:00,2,0,0,1,16.4,82,7.0015,23,3,5,2011
2011-05-01 04:00:00,2,0,0,1,16.4,76,7.0015,17,4,5,2011
2011-05-01 05:00:00,2,0,0,1,16.4,82,6.0032,10,5,5,2011
2011-05-01 06:00:00,2,0,0,2,16.4,82,6.0032,13,6,5,2011
2011-05-01 07:00:00,2,0,0,2,17.22,77,6.0032,33,7,5,2011
2011-05-01 08:00:00,2,0,0,2,18.04,77,8.9981,59,8,5,2011
2011-05-01 09:00:00,2,0,0,2,18.86,72,8.9981,141,9,5,2011
2011-05-01 10:00:00,2,0,0,2,19.68,63,12.998,264,10,5,2011
2011-05-01 11:00:00,2,0,0,1,18.86,82,7.0015,250,11,5,2011
2011-05-01 12:00:00,2,0,0,2,19.68,77,7.0015,281,12,5,2011
2011-05-01 13:00:00,2,0,0,2,20.5,63,11.0014,332,13,5,2011
2011-05-01 14:00:00,2,0,0,2,20.5,68,7.0015,238,14,5,2011
2011-05-01 15:00:00,2,0,0,2,20.5,72,0.0,266,15,5,2011
2011-05-01 16:00:00,2,0,0,2,20.5,72,12.998,214,16,5,2011
2011-05-01 17:00:00,2,0,0,2,19.68,82,16.9979,196,17,5,2011
2011-05-01 18:00:00,2,0,0,2,18.86,82,6.0032,159,18,5,2011
2011-05-01 19:00:00,2,0,0,2,18.86,84,7.0015,178,19,5,2011
2011-05-01 20:00:00,2,0,0,2,18.86,82,0.0,121,20,5,2011
2011-05-01 21:00:00,2,0,0,2,18.86,82,0.0,105,21,5,2011
2011-05-01 22:00:00,2,0,0,2,18.86,82,0.0,100,22,5,2011
2011-05-01 23:00:00,2,0,0,1,18.86,77,12.998,146,23,5,2011
2011-05-02 00:00:00,2,0,1,1,18.86,72,8.9981,177,0,5,2011
2011-05-02 01:00:00,2,0,1,1,18.86,72,8.9981,114,1,5,2011
2011-05-02 02:00:00,2,0,1,2,18.04,77,15.0013,35,2,5,2011
2011-05-02 03:00:00,2,0,1,1,18.04,77,8.9981,16,3,5,2011
2011-05-02 04:00:00,2,0,1,1,18.04,77,11.0014,17,4,5,2011
2011-05-02 05:00:00,2,0,1,2,18.04,77,8.9981,20,5,5,2011
2011-05-02 06:00:00,2,0,1,1,18.04,88,7.0015,62,6,5,2011
2011-05-02 07:00:00,2,0,1,2,18.86,82,22.0028,209,7,5,2011
2011-05-02 08:00:00,2,0,1,2,19.68,77,15.0013,371,8,5,2011
2011-05-02 09:00:00,2,0,1,2,20.5,77,19.0012,172,9,5,2011
2011-05-02 10:00:00,2,0,1,2,22.14,77,15.0013,108,10,5,2011
2011-05-02 11:00:00,2,0,1,1,23.78,73,19.9995,130,11,5,2011
2011-05-02 12:00:00,2,0,1,1,25.42,69,15.0013,187,12,5,2011
2011-05-02 13:00:00,2,0,1,2,25.42,69,12.998,170,13,5,2011
2011-05-02 14:00:00,2,0,1,1,26.24,69,15.0013,181,14,5,2011
2011-05-02 15:00:00,2,0,1,1,27.06,61,12.998,155,15,5,2011
2011-05-02 16:00:00,2,0,1,1,27.06,61,15.0013,269,16,5,2011
2011-05-02 17:00:00,2,0,1,1,27.06,65,12.998,537,17,5,2011
2011-05-02 18:00:00,2,0,1,2,26.24,65,12.998,518,18,5,2011
2011-05-02 19:00:00,2,0,1,2,25.42,69,8.9981,314,19,5,2011
2011-05-02 20:00:00,2,0,1,2,25.42,69,8.9981,218,20,5,2011
2011-05-02 21:00:00,2,0,1,2,24.6,73,7.0015,232,21,5,2011
2011-05-02 22:00:00,2,0,1,2,24.6,73,0.0,125,22,5,2011
2011-05-02 23:00:00,2,0,1,2,22.96,83,12.998,64,23,5,2011
2011-05-03 00:00:00,2,0,1,2,22.96,83,15.0013,16,0,5,2011
2011-05-03 01:00:00,2,0,1,2,22.96,78,16.9979,14,1,5,2011
2011-05-03 02:00:00,2,0,1,2,22.96,78,16.9979,5,2,5,2011
2011-05-03 03:00:00,2,0,1,1,22.14,83,19.0012,2,3,5,2011
2011-05-03 04:00:00,2,0,1,1,21.32,88,15.0013,4,4,5,2011
2011-05-03 05:00:00,2,0,1,1,21.32,88,8.9981,14,5,5,2011
2011-05-03 06:00:00,2,0,1,2,21.32,94,11.0014,109,6,5,2011
2011-05-03 07:00:00,2,0,1,2,22.14,88,15.0013,265,7,5,2011
2011-05-03 08:00:00,2,0,1,2,22.96,83,19.0012,459,8,5,2011
2011-05-03 09:00:00,2,0,1,2,24.6,78,23.9994,186,9,5,2011
2011-05-03 10:00:00,2,0,1,2,26.24,69,23.9994,127,10,5,2011
2011-05-03 11:00:00,2,0,1,2,27.06,65,22.0028,140,11,5,2011
2011-05-03 12:00:00,2,0,1,2,27.88,61,32.9975,217,12,5,2011
2011-05-03 13:00:00,2,0,1,2,28.7,58,40.9973,194,13,5,2011
2011-05-03 14:00:00,2,0,1,2,28.7,58,35.0008,158,14,5,2011
2011-05-03 15:00:00,2,0,1,2,28.7,58,30.0026,154,15,5,2011
2011-05-03 16:00:00,2,0,1,1,29.52,54,31.0009,271,16,5,2011
2011-05-03 17:00:00,2,0,1,1,28.7,54,31.0009,517,17,5,2011
2011-05-03 18:00:00,2,0,1,1,28.7,48,27.9993,544,18,5,2011
2011-05-03 19:00:00,2,0,1,1,27.88,57,23.9994,365,19,5,2011
2011-05-03 20:00:00,2,0,1,1,27.06,61,12.998,290,20,5,2011
2011-05-03 21:00:00,2,0,1,2,26.24,61,30.0026,225,21,5,2011
2011-05-03 22:00:00,2,0,1,2,23.78,60,26.0027,113,22,5,2011
2011-05-03 23:00:00,2,0,1,2,22.96,68,22.0028,62,23,5,2011
2011-05-04 00:00:00,2,0,1,3,21.32,77,11.0014,27,0,5,2011
2011-05-04 01:00:00,2,0,1,3,20.5,82,19.0012,7,1,5,2011
2011-05-04 02:00:00,2,0,1,3,20.5,82,19.0012,4,2,5,2011
2011-05-04 03:00:00,2,0,1,3,17.22,88,35.0008,1,3,5,2011
2011-05-04 04:00:00,2,0,1,3,15.58,94,22.0028,3,4,5,2011
2011-05-04 05:00:00,2,0,1,3,14.76,87,22.0028,9,5,5,2011
2011-05-04 06:00:00,2,0,1,3,13.94,93,26.0027,21,6,5,2011
2011-05-04 07:00:00,2,0,1,3,13.94,93,23.9994,52,7,5,2011
2011-05-04 08:00:00,2,0,1,3,13.94,93,26.0027,79,8,5,2011
2011-05-04 09:00:00,2,0,1,3,13.94,93,23.9994,40,9,5,2011
2011-05-04 10:00:00,2,0,1,2,13.94,93,19.0012,31,10,5,2011
2011-05-04 11:00:00,2,0,1,1,16.4,82,22.0028,72,11,5,2011
2011-05-04 12:00:00,2,0,1,2,18.04,62,23.9994,124,12,5,2011
2011-05-04 13:00:00,2,0,1,2,18.86,59,30.0026,143,13,5,2011
2011-05-04 14:00:00,2,0,1,1,20.5,51,26.0027,107,14,5,2011
2011-05-04 15:00:00,2,0,1,1,19.68,51,27.9993,129,15,5,2011
2011-05-04 16:00:00,2,0,1,1,20.5,45,31.0009,195,16,5,2011
2011-05-04 17:00:00,2,0,1,1,16.4,71,16.9979,410,17,5,2011
2011-05-04 18:00:00,2,0,1,1,17.22,67,16.9979,396,18,5,2011
2011-05-04 19:00:00,2,0,1,1,17.22,58,23.9994,296,19,5,2011
2011-05-04 20:00:00,2,0,1,1,16.4,62,22.0028,191,20,5,2011
2011-05-04 21:00:00,2,0,1,1,16.4,62,11.0014,150,21,5,2011
2011-05-04 22:00:00,2,0,1,1,15.58,62,15.0013,89,22,5,2011
2011-05-04 23:00:00,2,0,1,1,14.76,62,15.0013,57,23,5,2011
2011-05-05 00:00:00,2,0,1,1,14.76,66,12.998,27,0,5,2011
2011-05-05 01:00:00,2,0,1,1,13.94,71,12.998,10,1,5,2011
2011-05-05 02:00:00,2,0,1,1,13.94,66,15.0013,5,2,5,2011
2011-05-05 03:00:00,2,0,1,1,13.94,66,16.9979,4,3,5,2011
2011-05-05 04:00:00,2,0,1,1,13.94,66,16.9979,7,4,5,2011
2011-05-05 05:00:00,2,0,1,1,13.94,66,16.9979,30,5,5,2011
2011-05-05 06:00:00,2,0,1,1,13.94,66,16.9979,89,6,5,2011
2011-05-05 07:00:00,2,0,1,1,15.58,58,16.9979,271,7,5,2011
2011-05-05 08:00:00,2,0,1,1,17.22,50,16.9979,440,8,5,2011
2011-05-05 09:00:00,2,0,1,1,18.86,44,19.0012,184,9,5,2011
2011-05-05 10:00:00,2,0,1,1,20.5,39,19.0012,128,10,5,2011
2011-05-05 11:00:00,2,0,1,1,21.32,36,30.0026,148,11,5,2011
2011-05-05 12:00:00,2,0,1,1,21.32,34,23.9994,196,12,5,2011
2011-05-05 13:00:00,2,0,1,1,22.14,30,39.0007,192,13,5,2011
2011-05-05 14:00:00,2,0,1,1,22.14,28,30.0026,154,14,5,2011
2011-05-05 15:00:00,2,0,1,1,22.96,26,32.9975,147,15,5,2011
2011-05-05 16:00:00,2,0,1,1,23.78,24,27.9993,269,16,5,2011
2011-05-05 17:00:00,2,0,1,1,22.96,26,26.0027,533,17,5,2011
2011-05-05 18:00:00,2,0,1,1,22.96,26,19.0012,520,18,5,2011
2011-05-05 19:00:00,2,0,1,1,22.14,28,15.0013,361,19,5,2011
2011-05-05 20:00:00,2,0,1,1,20.5,34,11.0014,258,20,5,2011
2011-05-05 21:00:00,2,0,1,1,20.5,36,12.998,180,21,5,2011
2011-05-05 22:00:00,2,0,1,1,19.68,39,12.998,165,22,5,2011
2011-05-05 23:00:00,2,0,1,1,18.86,41,12.998,115,23,5,2011
2011-05-06 00:00:00,2,0,1,1,18.04,44,11.0014,56,0,5,2011
2011-05-06 01:00:00,2,0,1,1,16.4,62,11.0014,32,1,5,2011
2011-05-06 02:00:00,2,0,1,1,15.58,62,7.0015,16,2,5,2011
2011-05-06 03:00:00,2,0,1,1,14.76,71,7.0015,9,3,5,2011
2011-05-06 04:00:00,2,0,1,1,14.76,71,7.0015,1,4,5,2011
2011-05-06 05:00:00,2,0,1,1,13.94,81,7.0015,16,5,5,2011
2011-05-06 06:00:00,2,0,1,1,14.76,81,6.0032,82,6,5,2011
2011-05-06 07:00:00,2,0,1,1,16.4,82,0.0,222,7,5,2011
2011-05-06 08:00:00,2,0,1,1,17.22,77,16.9979,450,8,5,2011
2011-05-06 09:00:00,2,0,1,1,18.86,67,19.0012,188,9,5,2011
2011-05-06 10:00:00,2,0,1,2,22.14,49,22.0028,127,10,5,2011
2011-05-06 11:00:00,2,0,1,2,22.14,49,22.0028,165,11,5,2011
2011-05-06 12:00:00,2,0,1,1,22.96,49,23.9994,246,12,5,2011
2011-05-06 13:00:00,2,0,1,1,23.78,40,22.0028,253,13,5,2011
2011-05-06 14:00:00,2,0,1,1,24.6,40,30.0026,213,14,5,2011
2011-05-06 15:00:00,2,0,1,1,24.6,38,26.0027,260,15,5,2011
2011-05-06 16:00:00,2,0,1,1,24.6,40,16.9979,344,16,5,2011
2011-05-06 17:00:00,2,0,1,1,23.78,40,23.9994,553,17,5,2011
2011-05-06 18:00:00,2,0,1,3,22.14,52,23.9994,470,18,5,2011
2011-05-06 19:00:00,2,0,1,3,22.14,52,23.9994,292,19,5,2011
2011-05-06 20:00:00,2,0,1,1,21.32,48,7.0015,190,20,5,2011
2011-05-06 21:00:00,2,0,1,1,19.68,67,8.9981,152,21,5,2011
2011-05-06 22:00:00,2,0,1,1,18.86,72,15.0013,151,22,5,2011
2011-05-06 23:00:00,2,0,1,1,18.04,82,8.9981,120,23,5,2011
2011-05-07 00:00:00,2,0,0,1,17.22,82,8.9981,86,0,5,2011
2011-05-07 01:00:00,2,0,0,1,17.22,82,7.0015,58,1,5,2011
2011-05-07 02:00:00,2,0,0,1,17.22,82,6.0032,52,2,5,2011
2011-05-07 03:00:00,2,0,0,1,17.22,77,6.0032,18,3,5,2011
2011-05-07 04:00:00,2,0,0,1,16.4,82,7.0015,5,4,5,2011
2011-05-07 05:00:00,2,0,0,1,18.86,59,8.9981,7,5,5,2011
2011-05-07 06:00:00,2,0,0,1,17.22,77,6.0032,13,6,5,2011
2011-05-07 07:00:00,2,0,0,1,19.68,59,0.0,40,7,5,2011
2011-05-07 08:00:00,2,0,0,1,21.32,52,12.998,115,8,5,2011
2011-05-07 09:00:00,2,0,0,1,22.14,49,19.0012,218,9,5,2011
2011-05-07 10:00:00,2,0,0,1,22.96,49,19.9995,298,10,5,2011
2011-05-07 11:00:00,2,0,0,1,22.96,43,0.0,347,11,5,2011
2011-05-07 12:00:00,2,0,0,1,24.6,40,12.998,373,12,5,2011
2011-05-07 13:00:00,2,0,0,1,24.6,35,19.0012,436,13,5,2011
2011-05-07 14:00:00,2,0,0,3,24.6,35,11.0014,378,14,5,2011
2011-05-07 15:00:00,2,0,0,1,24.6,38,16.9979,378,15,5,2011
2011-05-07 16:00:00,2,0,0,1,24.6,38,12.998,342,16,5,2011
2011-05-07 17:00:00,2,0,0,1,23.78,40,15.0013,354,17,5,2011
2011-05-07 18:00:00,2,0,0,1,23.78,37,11.0014,289,18,5,2011
2011-05-07 19:00:00,2,0,0,1,22.96,43,12.998,267,19,5,2011
2011-05-07 20:00:00,2,0,0,1,22.96,43,8.9981,219,20,5,2011
2011-05-07 21:00:00,2,0,0,1,22.14,49,15.0013,182,21,5,2011
2011-05-07 22:00:00,2,0,0,1,22.14,49,12.998,120,22,5,2011
2011-05-07 23:00:00,2,0,0,1,20.5,59,7.0015,119,23,5,2011
2011-05-08 00:00:00,2,0,0,2,20.5,59,7.0015,100,0,5,2011
2011-05-08 01:00:00,2,0,0,2,21.32,55,0.0,64,1,5,2011
2011-05-08 02:00:00,2,0,0,1,19.68,63,0.0,59,2,5,2011
2011-05-08 03:00:00,2,0,0,1,18.86,72,6.0032,31,3,5,2011
2011-05-08 04:00:00,2,0,0,1,17.22,82,0.0,10,4,5,2011
2011-05-08 05:00:00,2,0,0,2,18.04,77,0.0,5,5,5,2011
2011-05-08 06:00:00,2,0,0,2,18.04,82,0.0,6,6,5,2011
2011-05-08 07:00:00,2,0,0,2,18.86,82,0.0,23,7,5,2011
2011-05-08 08:00:00,2,0,0,1,21.32,63,8.9981,86,8,5,2011
2011-05-08 09:00:00,2,0,0,1,22.96,52,15.0013,160,9,5,2011
2011-05-08 10:00:00,2,0,0,1,23.78,49,8.9981,244,10,5,2011
2011-05-08 11:00:00,2,0,0,1,23.78,49,6.0032,340,11,5,2011
2011-05-08 12:00:00,2,0,0,1,24.6,46,6.0032,382,12,5,2011
2011-05-08 13:00:00,2,0,0,1,24.6,49,8.9981,390,13,5,2011
2011-05-08 14:00:00,2,0,0,1,24.6,49,0.0,366,14,5,2011
2011-05-08 15:00:00,2,0,0,1,24.6,49,0.0,358,15,5,2011
